,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
8234,0,11.0,11.0,28.0,4.3,31.2174,121.4163,31.211,121.4179
33449,0,11.0,0.0,35.0,4.6000000000000005,31.2186,121.4139,31.2063,121.4063
33404,0,69.0,57.0,50.0,5.8,31.2671,121.4972,31.2512,121.4714
30443,1,75.0,54.0,45.0,5.5,31.2761,121.457,31.2544,121.442
38095,1,11.0,11.0,24.0,3.5,31.215,121.4193,31.2179,121.4154
12505,1,13.0,15.0,33.0,4.2,31.216,121.4381,31.2166,121.4524
41811,1,75.0,52.0,46.0,5.6,31.2713,121.4523,31.2584,121.4219
31216,2,11.0,21.0,31.0,4.4,31.2186,121.4139,31.2276,121.411
33450,2,11.0,0.0,37.0,4.8,31.2159,121.416,31.2009,121.409
2224,2,75.0,63.0,36.0,5.1,31.2747,121.4527,31.2642,121.4359
28940,2,15.0,25.0,34.0,4.800000000000001,31.2132,121.4588,31.2266,121.4546
3713,3,15.0,5.0,36.0,4.6000000000000005,31.2148,121.4546,31.2011,121.4545
12166,3,7.0,18.0,36.0,5.199999999999999,31.202,121.48,31.2191,121.4817
9445,3,24.0,13.0,36.0,5.199999999999999,31.2265,121.447,31.2135,121.4342
3719,3,15.0,13.0,41.0,5.1,31.2132,121.4588,31.219,121.4367
25448,4,61.0,50.0,36.0,4.4,31.27,121.4154,31.2567,121.4096
40379,4,61.0,50.0,36.0,5.1000000000000005,31.2651,121.4146,31.2513,121.4087
17308,4,24.0,22.0,40.0,4.8,31.2267,121.4488,31.2292,121.4287
44329,5,33.0,44.0,36.0,5.199999999999999,31.2332,121.4394,31.2494,121.4472
11332,5,75.0,42.0,58.0,7.4,31.2761,121.457,31.244,121.4267
2335,5,13.0,33.0,47.0,5.8,31.2112,121.4321,31.2386,121.438
35092,5,71.0,80.0,40.0,5.4,31.2706,121.4147,31.2887,121.4003
14207,6,13.0,11.0,45.0,5.3,31.2165,121.4365,31.2142,121.4103
25763,6,48.0,48.0,25.0,3.2,31.2465,121.4877,31.2458,121.4872
23933,6,6.0,7.0,26.0,4.0,31.2048,121.4696,31.205,121.4767
1595,6,18.0,18.0,23.0,3.3000000000000003,31.2129,121.4862,31.2148,121.4857
4623,7,11.0,20.0,31.0,4.5,31.2186,121.4122,31.2265,121.4074
28806,7,56.0,55.0,29.0,4.3,31.2571,121.4627,31.2533,121.4545
29137,7,13.0,12.0,34.0,4.2,31.2165,121.4365,31.2193,121.4248
27872,7,75.0,85.0,33.0,4.5,31.2723,121.4598,31.2847,121.46
34329,7,75.0,74.0,24.0,3.9,31.2767,121.45,31.2753,121.4469
26229,8,6.0,9.0,43.0,5.6000000000000005,31.2076,121.4654,31.2096,121.4932
31656,8,57.0,57.0,29.0,4.2,31.2565,121.4763,31.2592,121.4707
36410,8,75.0,75.0,25.0,3.6,31.2751,121.4579,31.2733,121.4552
1794,8,57.0,57.0,26.0,3.6,31.2555,121.4761,31.253,121.48
20889,9,2.0,13.0,42.0,5.5,31.2003,121.42,31.2165,121.4332
41429,9,24.0,25.0,34.0,4.4,31.2214,121.4423,31.2223,121.454
8476,9,35.0,25.0,36.0,4.800000000000001,31.2361,121.4527,31.2221,121.4526
18605,9,25.0,43.0,52.0,6.500000000000001,31.222,121.4577,31.2418,121.4314
25194,10,75.0,75.0,26.0,3.7,31.2737,121.4593,31.2789,121.4559
40383,10,71.0,60.0,40.0,5.1,31.2785,121.418,31.2607,121.4092
32632,10,7.0,8.0,29.0,4.2,31.2097,121.4792,31.2047,121.4808
29199,10,75.0,43.0,52.0,6.500000000000001,31.2704,121.4521,31.2448,121.4354
42371,11,24.0,23.0,39.0,5.1,31.2258,121.4479,31.2203,121.4306
10669,11,24.0,44.0,42.0,5.0,31.221,121.4415,31.2407,121.4436
39939,11,37.0,28.0,36.0,5.0,31.2373,121.4751,31.2222,121.4857
1957,11,6.0,16.0,40.0,4.699999999999999,31.2025,121.4695,31.2194,121.4659
17781,12,75.0,65.0,38.0,5.4,31.2785,121.4508,31.2605,121.4561
14182,12,6.0,7.0,32.0,4.2,31.2014,121.4688,31.2099,121.4778
40183,12,12.0,12.0,29.0,4.1,31.2114,121.4256,31.2173,121.4215
11115,12,69.0,67.0,41.0,5.3,31.2644,121.4987,31.2658,121.4761
26193,12,75.0,86.0,28.0,3.6,31.2799,121.4582,31.2844,121.4637
5530,13,12.0,32.0,38.0,4.9,31.2187,121.4298,31.2333,121.4248
25952,13,24.0,24.0,30.0,4.3,31.2266,121.4427,31.222,121.4408
5786,13,22.0,31.0,34.0,4.5,31.2223,121.4209,31.2331,121.4181
26136,13,10.0,22.0,39.0,4.6,31.216,121.4086,31.2229,121.4275
14319,13,56.0,45.0,32.0,4.6000000000000005,31.2514,121.4666,31.2481,121.4518
19820,13,84.0,84.0,29.0,4.4,31.2886,121.4405,31.2837,121.448
40788,14,15.0,36.0,49.0,6.1,31.2155,121.4508,31.2382,121.4692
9242,14,7.0,8.0,36.0,4.6000000000000005,31.2084,121.474,31.2012,121.4878
31078,14,15.0,6.0,42.0,5.4,31.2192,121.4517,31.2064,121.467
4867,14,25.0,36.0,37.0,5.1,31.226,121.4521,31.2328,121.4698
23107,14,15.0,15.0,25.0,4.0,31.2146,121.4536,31.2153,121.4563
40253,15,25.0,34.0,35.0,4.5,31.2294,121.4534,31.2374,121.4423
13806,15,18.0,17.0,31.0,4.2,31.2137,121.4818,31.2151,121.4701
18201,15,35.0,34.0,30.0,4.4,31.2351,121.4544,31.2352,121.4422
19289,15,18.0,19.0,32.0,4.800000000000001,31.216,121.4829,31.213,121.4965
10391,15,25.0,34.0,40.0,5.199999999999999,31.2253,121.4583,31.2385,121.4478
24806,16,34.0,33.0,35.0,4.2,31.2316,121.4431,31.2396,121.4316
11063,16,58.0,58.0,28.0,3.5,31.252,121.486,31.2557,121.4875
31534,16,35.0,25.0,35.0,4.7,31.2351,121.4544,31.2226,121.4535
28151,16,24.0,25.0,28.0,3.9,31.2248,121.4449,31.223,121.4539
11087,17,18.0,18.0,24.0,3.5,31.2153,121.4892,31.2162,121.4888
3951,17,21.0,21.0,30.0,4.3,31.2211,121.4191,31.2279,121.4194
23611,17,75.0,54.0,46.0,6.0,31.2767,121.45,31.2506,121.4498
20153,17,18.0,17.0,32.0,4.4,31.2134,121.4872,31.2146,121.4718
8235,18,12.0,12.0,26.0,3.8,31.2123,121.4268,31.2164,121.4267
24394,18,25.0,24.0,33.0,4.4,31.2269,121.4582,31.2203,121.4448
34193,18,67.0,77.0,33.0,4.1,31.262,121.475,31.2717,121.4766
36671,18,72.0,62.0,32.0,4.2,31.2737,121.427,31.2605,121.4258
7244,19,89.0,89.0,22.0,3.9,31.2859,121.4915,31.2869,121.4916
43165,19,75.0,65.0,27.0,3.7,31.2713,121.4532,31.2652,121.4507
18716,19,46.0,65.0,47.0,6.0,31.2432,121.4674,31.2666,121.4506
44121,19,33.0,33.0,26.0,3.7,31.23,121.4355,31.2346,121.4346
33647,19,46.0,65.0,48.0,6.0,31.2431,121.462,31.2677,121.45
40962,19,10.0,0.0,24.0,3.7,31.2112,121.4006,31.2096,121.4048
28006,20,35.0,44.0,32.0,4.6,31.24,121.4575,31.2473,121.448
43119,20,71.0,63.0,37.0,4.9,31.2711,121.42,31.2621,121.4357
24802,20,34.0,22.0,42.0,5.2,31.2329,121.4453,31.2253,121.4219
2758,20,55.0,45.0,35.0,4.9,31.2527,121.4599,31.2411,121.4587
5083,20,12.0,12.0,26.0,3.9,31.2165,121.4222,31.2152,121.4279
42798,21,75.0,54.0,46.0,5.4,31.2737,121.4593,31.2517,121.4439
31816,21,18.0,19.0,37.0,4.6000000000000005,31.2111,121.48,31.2188,121.4941
18579,21,34.0,24.0,28.0,4.4,31.236,121.4469,31.2295,121.4441
33594,21,80.0,72.0,38.0,5.0,31.2867,121.4038,31.2755,121.4207
16885,21,18.0,19.0,26.0,3.5,31.2194,121.4891,31.2191,121.4918
36926,22,24.0,33.0,36.0,5.1000000000000005,31.2262,121.4479,31.2367,121.4342
8666,22,17.0,7.0,29.0,4.4,31.2138,121.4771,31.2069,121.4772
10618,22,75.0,65.0,26.0,3.5,31.2701,121.452,31.268,121.4554
38704,22,24.0,24.0,32.0,4.4,31.2247,121.4484,31.2208,121.4413
22841,22,35.0,25.0,34.0,4.7,31.2397,121.4546,31.2255,121.4503
27363,22,6.0,7.0,28.0,3.8,31.2075,121.4653,31.2096,121.4726
25215,22,45.0,45.0,24.0,3.2,31.2428,121.4502,31.2426,121.452
21465,22,22.0,33.0,32.0,4.800000000000001,31.2247,121.4285,31.2307,121.4399
25599,22,24.0,44.0,37.0,5.1,31.2291,121.4439,31.2465,121.4464
44525,23,44.0,44.0,24.0,3.4000000000000004,31.2448,121.4493,31.2447,121.4482
14407,23,24.0,15.0,33.0,4.9,31.2262,121.4419,31.2197,121.4548
28057,23,13.0,22.0,38.0,5.5,31.2106,121.4369,31.2286,121.4298
8212,23,13.0,24.0,37.0,4.6000000000000005,31.216,121.4381,31.2294,121.4417
8072,23,24.0,25.0,33.0,4.0,31.2214,121.4403,31.2231,121.4531
3614,23,24.0,25.0,33.0,4.2,31.2262,121.4419,31.2238,121.457
3403,24,75.0,75.0,27.0,3.6,31.275,121.4573,31.2734,121.4529
33297,24,75.0,64.0,41.0,5.4,31.2799,121.4582,31.2626,121.446
15957,24,11.0,2.0,36.0,5.1000000000000005,31.2138,121.4194,31.2004,121.4281
6121,24,17.0,27.0,31.0,4.3,31.2193,121.4794,31.2263,121.472
21240,24,13.0,14.0,27.0,3.4,31.2106,121.4369,31.2137,121.4405
5000,24,12.0,10.0,36.0,4.5,31.2165,121.4222,31.2141,121.4062
39840,25,44.0,24.0,38.0,4.5,31.2437,121.4403,31.2296,121.4404
1362,25,73.0,74.0,29.0,4.3,31.2765,121.4383,31.2797,121.4438
24943,25,24.0,14.0,33.0,4.5,31.2263,121.4456,31.2138,121.4485
33730,25,13.0,23.0,37.0,4.5,31.2104,121.4345,31.2239,121.4381
26890,25,75.0,74.0,31.0,4.2,31.2736,121.459,31.2703,121.449
24745,25,75.0,43.0,54.0,6.5,31.279,121.4546,31.2484,121.4341
39684,25,75.0,54.0,40.0,5.5,31.2778,121.4518,31.2566,121.4439
33370,25,24.0,34.0,41.0,5.4,31.2203,121.4462,31.2392,121.4496
40107,26,75.0,74.0,33.0,4.3,31.2755,121.4585,31.2708,121.4467
25269,26,24.0,14.0,35.0,4.7,31.2262,121.4479,31.2114,121.4447
35122,26,67.0,56.0,35.0,5.1000000000000005,31.2687,121.4721,31.2547,121.4641
12382,26,24.0,25.0,34.0,4.9,31.2248,121.4449,31.2254,121.4595
7710,26,61.0,60.0,34.0,4.9,31.2651,121.4146,31.2623,121.4015
25561,26,18.0,18.0,27.0,4.1,31.216,121.4829,31.2107,121.4872
