,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
33473,0,25.0,17.0,41.0,5.3,31.2273,121.455,31.2169,121.4764
9321,0,75.0,73.0,39.0,4.699999999999999,31.2799,121.4537,31.2722,121.4351
37762,0,15.0,14.0,34.0,4.3,31.2132,121.4588,31.217,121.448
34896,0,75.0,50.0,64.0,7.9,31.2713,121.4523,31.2514,121.4043
11690,1,75.0,75.0,27.0,3.5,31.2701,121.4523,31.2718,121.4565
28166,1,75.0,52.0,59.0,7.0,31.2793,121.4593,31.2501,121.4288
1478,1,75.0,53.0,41.0,5.3,31.2717,121.4558,31.2597,121.4388
37477,1,58.0,57.0,36.0,4.3,31.2561,121.4855,31.2513,121.471
39037,2,13.0,3.0,31.0,4.4,31.2102,121.4391,31.2037,121.4363
2255,2,24.0,23.0,27.0,3.8,31.2254,121.4403,31.2283,121.4378
4023,2,11.0,21.0,40.0,5.3,31.21,121.4144,31.2263,121.4113
18703,2,75.0,75.0,29.0,3.9,31.2755,121.4578,31.2798,121.4528
15864,3,75.0,63.0,48.0,5.4,31.2799,121.4582,31.2651,121.4328
23379,3,75.0,75.0,29.0,4.2,31.2706,121.4532,31.2765,121.4562
10997,3,58.0,67.0,32.0,4.7,31.2504,121.4808,31.2618,121.4782
28823,3,24.0,34.0,33.0,4.5,31.2267,121.4488,31.2382,121.4411
5103,4,68.0,69.0,30.0,4.7,31.2623,121.4815,31.262,121.4934
23534,4,75.0,75.0,22.0,3.8,31.2782,121.4571,31.2786,121.4565
11897,4,36.0,44.0,40.0,5.3,31.2311,121.4614,31.2467,121.4425
20303,4,25.0,16.0,40.0,5.2,31.2285,121.4504,31.2124,121.4657
26802,5,75.0,50.0,67.0,8.3,31.2798,121.4554,31.2581,121.4015
19080,5,13.0,12.0,33.0,4.6,31.2112,121.4321,31.2132,121.4207
2260,5,24.0,16.0,36.0,4.9,31.2248,121.4449,31.2151,121.4614
5328,6,22.0,22.0,28.0,3.4,31.2267,121.4236,31.2248,121.4221
30655,6,13.0,25.0,42.0,5.6,31.2133,121.4319,31.221,121.4542
26789,6,75.0,52.0,59.0,7.0,31.279,121.4546,31.2518,121.4202
15879,6,15.0,15.0,26.0,4.0,31.2146,121.4536,31.2185,121.4579
2520,6,15.0,15.0,24.0,3.9,31.2192,121.4517,31.22,121.45
37586,7,46.0,56.0,40.0,5.3,31.2432,121.4674,31.2593,121.462
22335,7,56.0,45.0,30.0,4.1,31.2501,121.4679,31.2495,121.4552
24619,7,24.0,16.0,45.0,5.4,31.2267,121.4488,31.2114,121.4696
14108,7,7.0,29.0,47.0,5.9,31.2015,121.4765,31.2247,121.4902
3350,7,75.0,65.0,30.0,4.4,31.2702,121.4591,31.2632,121.4531
20487,8,8.0,7.0,26.0,3.7,31.2063,121.4817,31.2061,121.4764
25414,8,75.0,86.0,30.0,4.7,31.2778,121.4566,31.2844,121.4661
23221,8,48.0,38.0,32.0,4.7,31.2459,121.4837,31.2344,121.4835
22761,8,75.0,75.0,26.0,3.5,31.2778,121.4566,31.2783,121.4533
32970,8,48.0,48.0,25.0,3.4,31.2459,121.4837,31.2452,121.4887
22004,8,15.0,15.0,30.0,4.0,31.2155,121.4508,31.21,121.4531
23903,9,73.0,72.0,36.0,4.5,31.2765,121.4383,31.278,121.425
6367,9,15.0,13.0,41.0,5.2,31.2132,121.4588,31.2144,121.4374
21019,9,24.0,43.0,35.0,4.800000000000001,31.2296,121.4439,31.2403,121.436
9984,10,75.0,84.0,35.0,4.3,31.2701,121.4523,31.2815,121.4477
2931,10,75.0,63.0,42.0,5.2,31.2799,121.4537,31.2617,121.4389
36703,10,75.0,84.0,43.0,5.5,31.2718,121.457,31.2871,121.4404
35447,10,6.0,7.0,34.0,4.5,31.2014,121.4688,31.2063,121.4794
23317,10,75.0,85.0,35.0,4.6000000000000005,31.2761,121.4514,31.2888,121.4547
30493,10,67.0,78.0,31.0,4.1,31.2687,121.4721,31.2733,121.4825
27981,10,75.0,76.0,31.0,4.4,31.2717,121.4558,31.274,121.4655
8636,11,24.0,25.0,26.0,3.9,31.2248,121.4449,31.2249,121.4518
30376,11,10.0,1.0,36.0,4.800000000000001,31.2115,121.4025,31.2005,121.4139
9123,11,75.0,50.0,62.0,7.800000000000001,31.2737,121.4593,31.2559,121.4091
20914,11,75.0,64.0,36.0,5.0,31.2799,121.4537,31.2682,121.4419
6946,12,35.0,26.0,37.0,4.7,31.24,121.4575,31.2264,121.4626
24643,12,48.0,37.0,30.0,4.5,31.2459,121.4837,31.2382,121.4747
20916,12,75.0,54.0,47.0,5.7,31.2798,121.4554,31.2554,121.4454
20352,12,13.0,13.0,30.0,3.9,31.2138,121.4308,31.2121,121.4363
12688,12,6.0,5.0,29.0,4.3,31.2029,121.4614,31.2039,121.4561
14273,12,24.0,35.0,40.0,4.9,31.2203,121.4462,31.2328,121.4581
20751,13,25.0,24.0,32.0,4.5,31.222,121.4577,31.2269,121.4477
32134,13,84.0,93.0,34.0,4.3,31.282,121.4407,31.2932,121.4352
28212,13,15.0,15.0,23.0,3.4000000000000004,31.2134,121.4521,31.212,121.4527
13895,13,15.0,14.0,28.0,3.9,31.2192,121.4517,31.2164,121.4458
11068,13,35.0,17.0,48.0,5.8,31.2399,121.4559,31.2188,121.4768
24250,13,57.0,59.0,34.0,4.800000000000001,31.2515,121.4771,31.2502,121.4915
