,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
29749,0,75.0,43.0,56.0,7.1000000000000005,31.2734,121.4563,31.2418,121.4358
16267,0,13.0,11.0,41.0,5.5,31.2104,121.4345,31.2105,121.4102
3613,0,75.0,43.0,48.0,6.1000000000000005,31.2754,121.4501,31.2478,121.4339
30274,0,17.0,18.0,37.0,5.0,31.2112,121.4712,31.2174,121.4868
14985,0,13.0,1.0,38.0,4.800000000000001,31.2138,121.4308,31.202,121.4191
13236,1,71.0,60.0,34.0,4.9,31.2747,121.4126,31.2633,121.403
22990,1,18.0,19.0,32.0,4.4,31.2194,121.4891,31.2107,121.4965
21067,1,57.0,69.0,42.0,5.800000000000001,31.2515,121.4771,31.2649,121.4994
168,1,71.0,60.0,34.0,4.4,31.2785,121.418,31.2686,121.4037
11294,1,12.0,31.0,46.0,5.7,31.215,121.4262,31.24,121.4152
20704,2,75.0,63.0,34.0,4.800000000000001,31.2704,121.4521,31.2613,121.4392
19740,2,75.0,74.0,29.0,4.5,31.2772,121.453,31.2752,121.4442
6662,2,75.0,74.0,32.0,4.5,31.2706,121.4532,31.2788,121.4427
8776,2,6.0,7.0,28.0,3.8,31.2063,121.4679,31.2088,121.4777
16804,2,24.0,15.0,38.0,5.0,31.2259,121.45,31.2113,121.4575
9371,2,48.0,36.0,44.0,5.1,31.2459,121.4837,31.2337,121.4628
37453,3,75.0,53.0,44.0,5.4,31.2728,121.4597,31.2573,121.4391
38806,3,57.0,48.0,38.0,5.4,31.2565,121.4763,31.2422,121.4891
11317,3,75.0,53.0,44.0,5.5,31.2797,121.4558,31.2586,121.4375
27789,4,12.0,10.0,43.0,5.1,31.2131,121.4294,31.2185,121.4065
21404,4,12.0,13.0,30.0,3.8,31.2114,121.4256,31.2155,121.4308
38955,4,37.0,26.0,35.0,4.9,31.2373,121.4751,31.2288,121.4663
10932,4,55.0,56.0,32.0,4.3,31.2527,121.4599,31.2584,121.4647
34724,5,24.0,25.0,30.0,4.4,31.2297,121.4415,31.23,121.4526
34558,5,75.0,32.0,67.0,7.6,31.2751,121.4579,31.2337,121.4231
4528,5,75.0,76.0,24.0,3.9,31.2764,121.4598,31.2797,121.4607
3287,5,46.0,46.0,27.0,3.7,31.2431,121.462,31.2454,121.4617
29202,6,25.0,45.0,47.0,5.6000000000000005,31.222,121.4577,31.2462,121.451
32762,6,12.0,12.0,28.0,4.2,31.2187,121.4237,31.2134,121.4284
32523,6,61.0,60.0,32.0,4.4,31.2635,121.4193,31.27,121.4057
26567,6,3.0,3.0,27.0,4.1,31.2084,121.4345,31.2031,121.435
34602,7,44.0,45.0,34.0,4.0,31.2437,121.4403,31.2439,121.4523
35535,7,81.0,71.0,34.0,4.3,31.2858,121.4185,31.2767,121.4154
13188,7,25.0,35.0,27.0,4.3,31.2257,121.4503,31.2312,121.454
10770,7,75.0,64.0,32.0,4.5,31.2755,121.4585,31.2659,121.4493
8466,7,44.0,45.0,36.0,4.6000000000000005,31.2437,121.4403,31.2476,121.4547
6620,8,12.0,12.0,28.0,4.4,31.2117,121.4299,31.2166,121.4212
24574,8,8.0,18.0,31.0,4.0,31.2076,121.4825,31.2151,121.489
32253,8,24.0,25.0,29.0,4.5,31.225,121.4473,31.2284,121.4567
20860,8,75.0,75.0,30.0,4.5,31.2713,121.4532,31.2768,121.459
7074,8,15.0,25.0,28.0,3.7,31.2192,121.4517,31.2226,121.4534
3656,8,18.0,17.0,27.0,3.9,31.2192,121.4808,31.2172,121.4761
36995,9,46.0,56.0,36.0,5.3,31.2431,121.462,31.2598,121.4652
31308,9,75.0,65.0,38.0,4.800000000000001,31.2799,121.4574,31.2642,121.4575
6655,9,35.0,36.0,28.0,4.2,31.2383,121.459,31.2376,121.4676
37392,9,24.0,33.0,33.0,4.7,31.221,121.4415,31.2309,121.4308
37039,9,48.0,69.0,47.0,5.9,31.2459,121.4837,31.2696,121.4944
35097,9,24.0,5.0,37.0,4.699999999999999,31.2213,121.4438,31.2075,121.4531
4855,9,75.0,74.0,30.0,4.2,31.273,121.4573,31.2787,121.4497
795,10,24.0,13.0,39.0,4.8,31.2244,121.4482,31.2141,121.4339
17340,10,13.0,12.0,27.0,4.1,31.2106,121.4369,31.2102,121.4295
35700,10,12.0,11.0,29.0,3.9,31.2165,121.4222,31.2108,121.4148
7590,10,6.0,6.0,27.0,3.9,31.2014,121.4688,31.2034,121.4617
11429,11,33.0,32.0,29.0,4.0,31.2395,121.4306,31.2361,121.4255
709,11,24.0,35.0,34.0,4.9,31.2247,121.4484,31.2353,121.4595
34587,11,34.0,23.0,34.0,4.4,31.2329,121.4453,31.2267,121.4339
1060,11,12.0,11.0,34.0,4.6,31.2131,121.4294,31.2137,121.4174
12361,12,75.0,64.0,41.0,5.0,31.2793,121.4593,31.2634,121.4456
25630,12,34.0,45.0,34.0,4.9,31.2398,121.4443,31.2473,121.455
30945,12,24.0,34.0,26.0,4.3,31.2296,121.4439,31.2335,121.4473
38295,12,75.0,85.0,38.0,5.3,31.2709,121.4555,31.2891,121.4569
15782,12,6.0,7.0,32.0,4.2,31.2023,121.4625,31.2005,121.472
22992,12,17.0,27.0,36.0,4.5,31.2108,121.4719,31.2227,121.4732
35312,12,75.0,84.0,39.0,4.8,31.2723,121.4598,31.2832,121.4426
32312,13,13.0,14.0,37.0,4.5,31.2112,121.4321,31.2192,121.4475
12137,13,75.0,76.0,33.0,4.2,31.2778,121.4518,31.28,121.4642
19244,13,13.0,14.0,32.0,4.2,31.2133,121.4319,31.2123,121.4457
16800,13,13.0,13.0,27.0,3.6,31.2164,121.4349,31.2144,121.44
9600,13,13.0,11.0,34.0,4.9,31.2112,121.4321,31.2139,121.4178
26260,13,35.0,35.0,29.0,4.2,31.2309,121.459,31.2348,121.4535
32650,14,24.0,33.0,29.0,3.7,31.2296,121.4439,31.2309,121.438
24349,14,2.0,2.0,27.0,4.3,31.2034,121.4228,31.2084,121.4243
30646,14,24.0,23.0,29.0,4.0,31.2214,121.4423,31.2264,121.4391
21709,14,10.0,10.0,27.0,3.9,31.2112,121.4006,31.2103,121.4031
16225,14,75.0,55.0,37.0,4.8,31.2719,121.4509,31.2555,121.452
3143,14,75.0,55.0,38.0,4.8,31.273,121.4573,31.256,121.4553
