,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
37231,0,24.0,24.0,25.0,3.3000000000000003,31.2214,121.4423,31.2221,121.4415
19154,0,10.0,20.0,30.0,4.2,31.2115,121.4025,31.2209,121.401
3377,1,89.0,89.0,26.0,3.8,31.2859,121.4915,31.2858,121.494
39233,1,75.0,64.0,34.0,4.7,31.2736,121.459,31.262,121.4499
24043,1,24.0,26.0,42.0,4.9,31.2263,121.4456,31.2212,121.466
24042,2,25.0,17.0,39.0,5.3,31.2293,121.4595,31.2139,121.4723
23353,2,46.0,56.0,32.0,4.5,31.2447,121.4684,31.2532,121.4624
38589,2,35.0,26.0,37.0,4.7,31.2323,121.4515,31.221,121.4636
11953,3,75.0,43.0,53.0,6.7,31.2734,121.4563,31.2435,121.4358
41500,3,25.0,25.0,26.0,3.3000000000000003,31.222,121.4577,31.2241,121.4578
1355,3,11.0,31.0,44.0,5.9,31.2109,121.412,31.2362,121.4162
37545,4,15.0,5.0,32.0,4.5,31.2163,121.4588,31.2038,121.4567
6307,4,13.0,13.0,26.0,4.1,31.2112,121.4321,31.2165,121.4309
23096,4,44.0,45.0,35.0,4.5,31.2435,121.4452,31.2467,121.4595
23203,5,75.0,86.0,36.0,4.699999999999999,31.2762,121.457,31.2899,121.4676
41015,5,13.0,23.0,39.0,4.9,31.2104,121.4345,31.2279,121.4367
29908,5,72.0,71.0,28.0,3.5,31.2758,121.421,31.2774,121.4174
22825,5,15.0,15.0,27.0,3.7,31.2148,121.4546,31.2169,121.4575
12563,6,35.0,26.0,34.0,4.0,31.2325,121.4592,31.2237,121.4629
3420,6,75.0,64.0,39.0,4.699999999999999,31.2781,121.4502,31.2613,121.4442
38864,6,6.0,7.0,36.0,4.5,31.2023,121.4625,31.2094,121.4732
43737,7,56.0,55.0,30.0,4.4,31.2507,121.4667,31.2555,121.456
13875,7,56.0,55.0,36.0,4.2,31.2529,121.4646,31.2583,121.453
33253,7,13.0,12.0,32.0,4.5,31.2164,121.4349,31.214,121.4255
26957,7,46.0,46.0,24.0,3.4,31.2447,121.4684,31.2433,121.4663
41160,8,6.0,9.0,45.0,5.6000000000000005,31.2051,121.4607,31.2069,121.4916
12437,8,71.0,71.0,24.0,4.0,31.2759,121.412,31.2731,121.4102
22299,8,24.0,24.0,26.0,3.8,31.2278,121.4411,31.2268,121.4436
38940,9,10.0,0.0,28.0,4.2,31.216,121.4086,31.2087,121.4067
28211,9,12.0,12.0,24.0,3.8,31.2187,121.4237,31.2169,121.4211
29216,9,75.0,51.0,57.0,7.3,31.2761,121.457,31.2572,121.4178
41482,9,12.0,13.0,36.0,4.4,31.2187,121.4237,31.2162,121.439
18417,10,11.0,20.0,44.0,5.5,31.213,121.4198,31.2258,121.4002
4469,10,75.0,74.0,22.0,3.4000000000000004,31.2781,121.4502,31.2766,121.4487
37828,10,71.0,71.0,26.0,3.8,31.2759,121.412,31.2783,121.4133
