,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
6579,0,35.0,36.0,30.0,4.1,31.2325,121.4592,31.2394,121.4675
8652,0,12.0,2.0,32.0,4.4,31.2177,121.4251,31.205,121.4219
8568,0,75.0,85.0,32.0,4.2,31.2761,121.4514,31.2849,121.4521
2167,0,75.0,55.0,37.0,4.4,31.272,121.4514,31.2567,121.4524
32474,1,24.0,14.0,31.0,4.4,31.2263,121.4456,31.2177,121.4402
44868,1,56.0,54.0,44.0,5.800000000000001,31.2513,121.4694,31.2561,121.4423
12919,1,44.0,44.0,27.0,3.9,31.2415,121.4448,31.2459,121.4483
20566,2,80.0,90.0,31.0,4.4,31.2867,121.4038,31.2945,121.4003
14741,2,56.0,55.0,32.0,4.2,31.2513,121.4694,31.2585,121.4578
10563,2,71.0,71.0,27.0,4.1,31.2711,121.42,31.275,121.4192
42923,3,34.0,25.0,37.0,4.8,31.2361,121.4452,31.2207,121.4547
6026,3,25.0,32.0,50.0,6.300000000000001,31.2269,121.4582,31.234,121.4244
39984,4,75.0,56.0,46.0,5.6,31.2781,121.4502,31.255,121.4678
27527,4,35.0,45.0,25.0,3.6,31.2397,121.4545,31.2421,121.457
40649,4,75.0,74.0,24.0,3.7,31.272,121.4514,31.2715,121.449
22890,4,24.0,45.0,43.0,5.800000000000001,31.2204,121.4481,31.2416,121.4577
43944,5,15.0,15.0,24.0,3.4,31.2148,121.4546,31.2137,121.4587
42295,5,56.0,45.0,27.0,3.9,31.2514,121.4666,31.2489,121.46
10720,5,24.0,24.0,30.0,4.2,31.2214,121.4437,31.2209,121.4493
24258,6,24.0,25.0,37.0,4.9,31.2297,121.4414,31.2208,121.4541
15422,6,6.0,17.0,34.0,4.3,31.2075,121.4653,31.2135,121.4786
18299,6,75.0,87.0,41.0,5.1,31.2772,121.453,31.2847,121.475
16714,7,11.0,12.0,30.0,4.4,31.217,121.4109,31.2125,121.4229
21664,7,48.0,37.0,34.0,4.2,31.2425,121.4824,31.2336,121.471
20916,7,12.0,12.0,25.0,3.6,31.2177,121.4251,31.2171,121.4255
2783,8,75.0,50.0,65.0,8.1,31.2701,121.452,31.2526,121.4004
32911,8,75.0,50.0,63.0,7.6,31.273,121.4573,31.2595,121.405
