,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
27574,0,56.0,45.0,32.0,4.6000000000000005,31.2571,121.4627,31.2488,121.4518
23333,0,90.0,80.0,34.0,4.3,31.296,121.401,31.2862,121.4027
2276,0,75.0,77.0,40.0,5.0,31.2713,121.4532,31.2768,121.4717
32086,0,7.0,5.0,40.0,4.699999999999999,31.2008,121.4797,31.2026,121.4593
5958,0,7.0,7.0,25.0,3.8,31.2042,121.4728,31.201,121.472
17611,0,24.0,13.0,26.0,4.3,31.2213,121.4438,31.2163,121.4398
15963,1,12.0,2.0,34.0,4.2,31.2187,121.4298,31.2092,121.4264
8076,1,75.0,52.0,53.0,6.7,31.2716,121.4597,31.2546,121.4268
11817,1,71.0,61.0,34.0,4.3,31.2747,121.4126,31.2651,121.4125
11150,1,6.0,16.0,40.0,5.1,31.2014,121.4688,31.2196,121.46
28395,1,24.0,44.0,44.0,5.6,31.2252,121.4493,31.246,121.4466
23438,1,61.0,60.0,34.0,4.5,31.2635,121.4193,31.2688,121.4097
29176,1,75.0,33.0,56.0,7.3,31.2785,121.4508,31.2397,121.4398
29181,1,75.0,64.0,44.0,5.1,31.2793,121.4593,31.2622,121.4461
390,1,90.0,90.0,24.0,3.5,31.2987,121.4007,31.2954,121.4007
6296,2,18.0,19.0,34.0,4.1,31.2129,121.4862,31.2135,121.4983
15131,2,80.0,80.0,24.0,3.5,31.2867,121.4038,31.2829,121.4035
16018,2,44.0,62.0,48.0,5.6000000000000005,31.2435,121.4452,31.2633,121.4241
8755,2,71.0,71.0,28.0,4.0,31.2729,121.4109,31.2799,121.4109
3662,2,80.0,80.0,26.0,3.2,31.2867,121.4038,31.2847,121.4036
29084,2,13.0,11.0,42.0,5.0,31.2106,121.4369,31.2164,121.4138
21460,2,80.0,80.0,25.0,3.5,31.2867,121.4038,31.2846,121.4022
30041,2,13.0,33.0,42.0,5.9,31.2104,121.4345,31.2334,121.4304
23293,2,71.0,61.0,26.0,3.8,31.2706,121.4147,31.2698,121.4184
29536,3,2.0,11.0,39.0,5.3,31.2003,121.42,31.2179,121.4134
19095,3,75.0,74.0,24.0,3.9,31.2743,121.4511,31.2768,121.4477
