,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
14819,0,13.0,15.0,40.0,4.8,31.2165,121.4365,31.2135,121.4547
27480,0,17.0,17.0,32.0,4.3,31.2124,121.4773,31.2199,121.4754
31019,0,75.0,84.0,37.0,5.1000000000000005,31.272,121.4514,31.2856,121.4427
1829,0,61.0,61.0,22.0,3.7,31.265,121.4126,31.2657,121.4111
20406,1,12.0,23.0,36.0,4.6000000000000005,31.215,121.4262,31.2264,121.4306
23524,1,75.0,75.0,30.0,4.0,31.2779,121.4523,31.2732,121.4545
10157,1,75.0,85.0,24.0,3.8,31.2798,121.4554,31.2812,121.4538
7639,1,35.0,36.0,32.0,4.2,31.2317,121.4585,31.2378,121.464
16210,2,61.0,60.0,37.0,4.7,31.2635,121.4193,31.2652,121.401
43387,2,24.0,15.0,36.0,4.7,31.2235,121.4481,31.21,121.454
40884,2,24.0,24.0,22.0,3.2,31.2276,121.4402,31.2279,121.442
33922,3,75.0,55.0,40.0,5.1,31.2701,121.4523,31.2517,121.4522
44644,3,80.0,80.0,27.0,3.6,31.2867,121.4038,31.2879,121.4091
25081,3,55.0,56.0,28.0,3.9,31.2527,121.4599,31.2553,121.4626
29856,4,13.0,11.0,39.0,5.5,31.2164,121.4349,31.2151,121.4121
5771,4,24.0,22.0,38.0,5.5,31.2267,121.4488,31.2243,121.4255
38813,4,12.0,13.0,36.0,4.9,31.2178,121.425,31.2111,121.4383
39799,4,10.0,0.0,30.0,3.7,31.2112,121.4006,31.2083,121.4074
27061,5,25.0,36.0,37.0,4.8,31.2285,121.4504,31.2358,121.4695
14333,5,45.0,63.0,50.0,6.000000000000001,31.2435,121.4538,31.2672,121.4309
40418,5,68.0,79.0,34.0,4.7,31.2668,121.489,31.2767,121.4941
36426,5,69.0,69.0,27.0,3.6,31.2619,121.4929,31.2647,121.493
41701,5,24.0,24.0,27.0,3.8,31.2276,121.4402,31.2222,121.4446
36313,6,24.0,32.0,30.0,4.7,31.2297,121.4414,31.2344,121.4298
11158,6,24.0,25.0,29.0,4.3,31.2258,121.4479,31.2223,121.4518
39251,6,75.0,64.0,40.0,5.0,31.2788,121.4563,31.2635,121.4483
4305,7,24.0,23.0,30.0,4.0,31.2234,121.4445,31.2266,121.4363
44162,7,75.0,64.0,42.0,4.9,31.2787,121.4552,31.2634,121.4422
3951,7,35.0,24.0,40.0,4.9,31.2376,121.4554,31.2254,121.4408
9179,7,75.0,75.0,27.0,4.3,31.279,121.4546,31.2773,121.4596
27444,8,75.0,75.0,27.0,4.2,31.272,121.4514,31.2768,121.4506
42853,8,35.0,25.0,29.0,4.0,31.2325,121.4592,31.2268,121.455
3918,8,75.0,63.0,38.0,5.3,31.2778,121.4518,31.268,121.4353
20438,8,13.0,35.0,55.0,6.9,31.2112,121.4321,31.2397,121.4534
10073,8,75.0,44.0,51.0,6.1000000000000005,31.2713,121.4523,31.2408,121.4434
25340,8,75.0,65.0,28.0,4.1,31.2704,121.4521,31.2648,121.4532
42271,9,25.0,14.0,30.0,4.7,31.22,121.4515,31.2164,121.4412
9334,9,75.0,74.0,30.0,4.2,31.2767,121.45,31.2719,121.4403
22541,9,7.0,8.0,26.0,3.9,31.2084,121.474,31.2058,121.4806
39862,9,75.0,64.0,38.0,4.9,31.2762,121.457,31.2619,121.4444
32896,10,13.0,23.0,36.0,5.0,31.2138,121.4308,31.2279,121.4315
34007,10,75.0,74.0,37.0,4.6000000000000005,31.2764,121.457,31.2701,121.4428
40868,10,12.0,12.0,25.0,3.8,31.2123,121.4268,31.2117,121.4269
17129,10,11.0,2.0,32.0,4.5,31.2158,121.4142,31.2098,121.4264
35658,10,72.0,71.0,37.0,5.1000000000000005,31.2737,121.427,31.2755,121.4106
14310,10,75.0,76.0,29.0,4.2,31.2779,121.4547,31.276,121.4641
22857,11,60.0,61.0,34.0,4.5,31.2664,121.4036,31.2691,121.414
16565,11,75.0,73.0,33.0,4.7,31.2772,121.453,31.276,121.4389
40806,11,57.0,68.0,35.0,4.7,31.2515,121.4771,31.2619,121.4823
28659,11,75.0,63.0,41.0,5.3,31.2754,121.4501,31.2603,121.4385
20634,12,15.0,14.0,26.0,3.7,31.2152,121.455,31.2154,121.448
1278,12,75.0,73.0,34.0,4.2,31.2704,121.4521,31.2735,121.4382
14970,12,24.0,34.0,25.0,4.1,31.2278,121.4411,31.2319,121.4426
33539,12,24.0,23.0,34.0,4.6000000000000005,31.2267,121.4488,31.2237,121.4355
28660,12,75.0,63.0,43.0,5.7,31.2728,121.4597,31.2626,121.4383
7295,12,7.0,7.0,29.0,4.3,31.2097,121.4792,31.2044,121.4787
3890,13,13.0,3.0,36.0,4.4,31.2165,121.4365,31.2035,121.4322
25986,13,75.0,75.0,27.0,4.0,31.2755,121.4578,31.2723,121.4554
43932,13,75.0,64.0,33.0,4.2,31.2778,121.4518,31.2692,121.4485
40573,13,22.0,33.0,43.0,5.3,31.2223,121.4209,31.2376,121.4376
30654,13,44.0,34.0,31.0,4.0,31.2448,121.4493,31.235,121.4489
25078,14,56.0,45.0,38.0,4.7,31.2507,121.4667,31.243,121.4507
6592,14,25.0,35.0,33.0,4.2,31.2255,121.4508,31.237,121.451
17077,14,57.0,57.0,28.0,3.5,31.2563,121.4716,31.2527,121.4704
39333,14,18.0,18.0,32.0,4.2,31.2167,121.4811,31.2181,121.4898
27928,15,46.0,37.0,38.0,5.1000000000000005,31.2447,121.4684,31.231,121.4711
24404,15,12.0,11.0,27.0,3.9,31.2187,121.4237,31.2181,121.4187
39408,15,24.0,23.0,24.0,3.8,31.2214,121.4403,31.222,121.4385
38117,15,45.0,44.0,30.0,4.3,31.2433,121.4554,31.2442,121.4449
1360,16,75.0,84.0,36.0,5.0,31.2719,121.4509,31.2847,121.4445
16214,16,61.0,81.0,42.0,5.2,31.2651,121.4146,31.2858,121.4135
41048,16,75.0,75.0,27.0,4.3,31.2719,121.4509,31.2702,121.4567
36801,16,75.0,65.0,34.0,4.5,31.2781,121.4502,31.2669,121.4598
41038,16,75.0,65.0,28.0,3.7,31.2706,121.4532,31.2689,121.4557
1815,16,57.0,58.0,32.0,4.5,31.2512,121.4754,31.2599,121.4861
8270,16,75.0,56.0,40.0,5.0,31.2717,121.4558,31.2557,121.4694
15999,17,24.0,32.0,37.0,5.0,31.2291,121.4439,31.2326,121.4259
2306,17,18.0,18.0,27.0,4.1,31.2143,121.4802,31.2185,121.4805
9664,17,25.0,25.0,29.0,4.1,31.2218,121.4565,31.2284,121.4548
19962,17,67.0,87.0,42.0,5.7,31.262,121.475,31.2829,121.477
17575,17,18.0,18.0,25.0,3.6,31.216,121.4829,31.2141,121.4837
25089,18,13.0,12.0,28.0,3.8,31.2112,121.4321,31.2119,121.4267
37379,18,58.0,48.0,38.0,4.7,31.26,121.486,31.2456,121.488
5974,18,56.0,45.0,34.0,4.4,31.2543,121.464,31.2442,121.4565
27983,18,16.0,25.0,40.0,4.699999999999999,31.2163,121.4699,31.2246,121.4529
30749,18,58.0,48.0,32.0,4.4,31.2585,121.4861,31.2466,121.4881
37780,18,24.0,11.0,47.0,6.0,31.2262,121.4479,31.2135,121.4179
41838,19,13.0,13.0,28.0,4.1,31.2106,121.4369,31.2151,121.4361
8077,19,89.0,89.0,28.0,3.6,31.2859,121.4915,31.2876,121.4964
24847,19,75.0,74.0,31.0,4.4,31.2772,121.453,31.2728,121.4443
30420,19,22.0,23.0,30.0,4.0,31.228,121.4253,31.2271,121.4321
13200,19,24.0,24.0,27.0,4.0,31.2244,121.4482,31.222,121.4489
18542,19,75.0,87.0,34.0,4.4,31.2723,121.4598,31.2802,121.4733
31245,20,31.0,30.0,29.0,4.0,31.2321,121.4142,31.2325,121.4077
15976,20,31.0,30.0,32.0,4.7,31.236,121.4187,31.2338,121.4074
44718,20,24.0,23.0,33.0,4.1,31.2291,121.4439,31.2217,121.4341
38169,20,35.0,43.0,43.0,5.800000000000001,31.2378,121.4568,31.2401,121.4305
18561,20,75.0,75.0,26.0,3.6,31.2785,121.4508,31.2765,121.4526
16410,21,45.0,45.0,32.0,4.2,31.2431,121.4578,31.2489,121.4507
1847,21,24.0,34.0,32.0,4.6,31.2254,121.4403,31.2345,121.445
29620,21,48.0,48.0,31.0,4.1,31.2465,121.4877,31.2433,121.4801
9182,21,75.0,52.0,48.0,5.699999999999999,31.2767,121.45,31.2559,121.4266
39438,21,31.0,52.0,42.0,5.2,31.2359,121.4171,31.2528,121.4262
3634,21,24.0,24.0,28.0,4.2,31.2229,121.4434,31.227,121.4465
30440,21,10.0,1.0,35.0,4.800000000000001,31.2115,121.4025,31.2018,121.4107
24949,22,17.0,17.0,28.0,4.1,31.2193,121.4794,31.2111,121.4763
18831,22,71.0,73.0,44.0,5.9,31.2747,121.4126,31.2732,121.4389
28536,22,34.0,33.0,33.0,4.6,31.2316,121.4431,31.2357,121.4323
40833,22,15.0,16.0,34.0,4.7,31.2134,121.4521,31.2177,121.467
16554,22,75.0,55.0,43.0,5.7,31.2728,121.4597,31.2515,121.4518
1088,22,24.0,23.0,29.0,4.0,31.2266,121.4427,31.2222,121.4366
1737,22,26.0,24.0,42.0,5.4,31.2248,121.4674,31.2273,121.4448
45202,22,75.0,52.0,52.0,6.1,31.2785,121.4508,31.2504,121.429
44960,22,72.0,63.0,26.0,4.3,31.2737,121.427,31.2696,121.4318
17511,23,6.0,6.0,31.0,4.5,31.2014,121.4688,31.2062,121.4617
43895,23,25.0,24.0,31.0,4.4,31.2254,121.4586,31.2258,121.4477
13357,23,25.0,24.0,35.0,4.6000000000000005,31.2245,121.4593,31.2274,121.4444
18842,23,11.0,2.0,42.0,4.9,31.2187,121.4147,31.2024,121.4264
33585,23,17.0,27.0,34.0,4.2,31.2138,121.4771,31.2238,121.4723
4243,24,6.0,16.0,33.0,4.4,31.2025,121.4695,31.2104,121.4604
33559,24,67.0,78.0,35.0,4.7,31.2687,121.4721,31.2775,121.487
40800,24,57.0,59.0,36.0,5.199999999999999,31.2563,121.4716,31.2555,121.491
28670,24,22.0,33.0,32.0,4.4,31.2292,121.4243,31.2311,121.4353
40500,24,71.0,81.0,31.0,4.2,31.2706,121.4147,31.2801,121.4111
31484,24,71.0,71.0,30.0,4.0,31.2785,121.418,31.2755,121.4107
34471,24,75.0,75.0,28.0,4.0,31.2764,121.457,31.272,121.4579
