,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
32919,0,44.0,34.0,24.0,3.4,31.2415,121.4448,31.2381,121.4437
21753,0,44.0,34.0,29.0,4.2,31.2421,121.4471,31.2359,121.4422
28191,0,61.0,70.0,34.0,4.5,31.265,121.4126,31.2742,121.4086
2522,0,75.0,76.0,36.0,5.0,31.2767,121.45,31.2772,121.4685
3891,1,72.0,70.0,35.0,4.6000000000000005,31.2758,121.421,31.2794,121.4053
12844,1,75.0,84.0,35.0,4.9,31.2767,121.45,31.2884,121.4437
32455,1,25.0,25.0,29.0,4.0,31.2293,121.4595,31.2208,121.4578
30563,1,67.0,65.0,41.0,5.1,31.262,121.475,31.2614,121.4528
24003,1,75.0,75.0,22.0,3.7,31.2737,121.4593,31.2724,121.4595
10123,1,25.0,25.0,28.0,3.8,31.22,121.4515,31.2238,121.4558
4932,1,24.0,23.0,28.0,3.8,31.2254,121.4403,31.2292,121.4318
25108,2,15.0,7.0,38.0,5.3,31.2146,121.4536,31.2051,121.4715
18798,2,6.0,6.0,22.0,3.9,31.2023,121.4625,31.2008,121.4629
18579,2,24.0,23.0,25.0,3.9,31.2276,121.4402,31.2267,121.4359
3306,2,75.0,64.0,37.0,4.6000000000000005,31.2747,121.4527,31.261,121.4483
17426,2,8.0,9.0,35.0,4.9,31.2076,121.4825,31.2099,121.4988
21736,2,23.0,23.0,25.0,4.0,31.2256,121.438,31.2257,121.434
18594,3,2.0,3.0,28.0,4.1,31.2036,121.4276,31.2062,121.4364
29572,3,75.0,85.0,29.0,4.1,31.2778,121.4566,31.2839,121.4573
5205,3,18.0,18.0,27.0,3.9,31.2134,121.4872,31.2193,121.4884
8504,3,75.0,75.0,24.0,3.5,31.2764,121.457,31.2732,121.4577
17489,3,35.0,34.0,38.0,5.3,31.24,121.4575,31.231,121.4408
25946,3,55.0,36.0,34.0,4.4,31.2527,121.4599,31.2393,121.4607
10816,4,7.0,6.0,36.0,5.199999999999999,31.2008,121.4797,31.205,121.4616
9694,4,75.0,64.0,34.0,4.7,31.2734,121.4563,31.2685,121.4441
5491,4,80.0,90.0,34.0,4.800000000000001,31.2867,121.4038,31.2984,121.4
2945,4,12.0,12.0,29.0,3.9,31.22,121.4211,31.2136,121.4246
28361,5,7.0,16.0,37.0,5.0,31.2097,121.4792,31.2141,121.4637
12341,5,58.0,68.0,30.0,4.5,31.2561,121.4855,31.2668,121.488
9335,5,58.0,38.0,48.0,6.199999999999999,31.2585,121.4861,31.2308,121.4856
14947,5,12.0,12.0,28.0,4.0,31.2102,121.4286,31.2127,121.4241
7056,5,54.0,52.0,38.0,4.5,31.2597,121.4412,31.2502,121.4278
32913,6,71.0,71.0,25.0,3.7,31.2719,121.4121,31.2723,121.4131
20517,6,56.0,45.0,26.0,3.9,31.2529,121.4646,31.2493,121.4594
17618,6,75.0,74.0,34.0,4.2,31.2714,121.4541,31.2776,121.4456
9367,6,31.0,32.0,40.0,5.1,31.2304,121.4128,31.239,121.4286
28783,6,75.0,74.0,33.0,4.3,31.2762,121.457,31.2747,121.4449
5375,6,44.0,54.0,32.0,4.0,31.2415,121.4448,31.25,121.4444
10580,7,71.0,71.0,24.0,3.5,31.2752,121.4161,31.2776,121.4161
3895,7,61.0,60.0,34.0,4.6,31.2619,121.418,31.2616,121.4074
