,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
20161,0,12.0,12.0,31.0,4.5,31.2117,121.4299,31.2197,121.4217
16832,0,61.0,60.0,29.0,4.2,31.27,121.4154,31.2681,121.4078
12268,0,25.0,25.0,24.0,3.7,31.2253,121.4583,31.225,121.4539
21163,1,22.0,33.0,36.0,4.6000000000000005,31.2267,121.4236,31.2347,121.4375
13354,1,31.0,40.0,40.0,5.199999999999999,31.2314,121.4106,31.248,121.4036
11722,1,34.0,24.0,33.0,4.800000000000001,31.2361,121.4452,31.2256,121.4403
35989,2,12.0,14.0,39.0,5.2,31.2102,121.4286,31.2176,121.449
20925,2,12.0,14.0,40.0,5.4,31.2114,121.4256,31.2104,121.4491
2765,2,75.0,63.0,45.0,5.2,31.2747,121.4527,31.2603,121.431
42305,3,17.0,27.0,34.0,4.0,31.2124,121.4773,31.2226,121.4729
32892,3,75.0,41.0,61.0,7.1,31.273,121.4573,31.2464,121.4154
36771,4,13.0,12.0,26.0,3.5,31.2112,121.4321,31.2121,121.4283
26785,4,6.0,7.0,26.0,3.8,31.2048,121.4696,31.2042,121.4726
30203,4,75.0,73.0,32.0,4.7,31.2743,121.4511,31.2748,121.4377
38450,4,75.0,64.0,40.0,5.1,31.2799,121.4574,31.2678,121.4411
12843,5,46.0,45.0,35.0,4.7,31.2447,121.4684,31.2458,121.455
44590,5,75.0,85.0,28.0,4.3,31.2764,121.4598,31.2839,121.4558
10423,5,44.0,34.0,29.0,4.2,31.2437,121.4403,31.2362,121.4409
33350,6,75.0,87.0,37.0,4.699999999999999,31.2734,121.4563,31.2831,121.4732
24382,6,13.0,34.0,39.0,4.6,31.216,121.4381,31.2331,121.4444
33364,6,75.0,87.0,36.0,4.4,31.2799,121.4582,31.2863,121.4704
6582,7,35.0,24.0,40.0,5.0,31.2375,121.4595,31.2205,121.4483
27882,7,25.0,27.0,37.0,5.199999999999999,31.2261,121.4596,31.2243,121.4795
1650,7,11.0,12.0,37.0,4.800000000000001,31.21,121.4144,31.2189,121.4264
3399,8,25.0,25.0,26.0,4.0,31.2261,121.4596,31.2241,121.453
24158,8,75.0,74.0,31.0,4.1,31.2764,121.4598,31.2744,121.4494
22129,8,24.0,15.0,40.0,5.199999999999999,31.2214,121.4403,31.2101,121.4555
9245,9,75.0,53.0,43.0,5.5,31.273,121.4573,31.2599,121.4368
