,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
5940,0,10.0,21.0,44.0,5.3,31.2112,121.4006,31.2291,121.4127
17913,0,35.0,35.0,28.0,4.2,31.2344,121.4596,31.2366,121.4518
17844,0,55.0,44.0,33.0,4.7,31.2527,121.4599,31.2469,121.4477
9372,1,75.0,74.0,38.0,4.800000000000001,31.2736,121.459,31.2771,121.4429
3089,1,35.0,15.0,41.0,4.8,31.2343,121.4579,31.2161,121.4588
18611,1,71.0,70.0,40.0,5.1,31.2796,121.4179,31.2706,121.4018
28971,1,75.0,65.0,28.0,3.7,31.2734,121.4563,31.27,121.4557
1141,1,57.0,58.0,28.0,3.6,31.2555,121.4761,31.2554,121.481
25151,1,12.0,12.0,25.0,3.4,31.2114,121.4256,31.2112,121.4211
1694,1,71.0,81.0,35.0,4.7,31.2729,121.4109,31.2869,121.4103
9201,2,46.0,46.0,28.0,3.5,31.2447,121.4684,31.2418,121.4693
14006,2,71.0,82.0,32.0,4.6,31.2759,121.412,31.2808,121.4213
25930,2,75.0,44.0,51.0,5.800000000000001,31.2701,121.452,31.2424,121.4405
29030,2,12.0,32.0,43.0,5.6000000000000005,31.2157,121.4284,31.2392,121.4287
13955,2,71.0,61.0,28.0,3.9,31.2703,121.4101,31.2677,121.4155
19162,2,75.0,64.0,31.0,4.3,31.2779,121.4523,31.2686,121.4485
6310,2,75.0,32.0,70.0,8.3,31.2755,121.4578,31.2306,121.4274
2195,3,75.0,74.0,27.0,3.6,31.272,121.4514,31.2702,121.4498
7205,3,46.0,56.0,32.0,4.800000000000001,31.2431,121.462,31.2539,121.467
26175,3,19.0,19.0,22.0,3.6,31.2144,121.4969,31.2164,121.4969
26813,3,46.0,56.0,34.0,4.6000000000000005,31.2432,121.4674,31.2555,121.4687
20798,3,11.0,22.0,30.0,4.0,31.2159,121.416,31.2242,121.4206
15943,4,15.0,5.0,34.0,4.4,31.2186,121.4593,31.2072,121.4544
22402,4,75.0,64.0,26.0,4.3,31.2701,121.4523,31.2681,121.4464
27324,4,75.0,55.0,40.0,4.699999999999999,31.2713,121.4523,31.2544,121.4582
22730,4,75.0,76.0,30.0,4.0,31.2761,121.457,31.2787,121.4636
4176,4,24.0,21.0,45.0,5.5,31.2214,121.4423,31.2249,121.4131
17520,4,75.0,55.0,40.0,5.5,31.2737,121.4593,31.2523,121.4521
1142,4,57.0,67.0,34.0,4.6000000000000005,31.2549,121.4759,31.2663,121.479
29196,5,48.0,59.0,38.0,4.6000000000000005,31.2459,121.4837,31.2501,121.4994
10312,5,12.0,11.0,34.0,4.4,31.2135,121.4231,31.2146,121.4114
601,5,6.0,8.0,39.0,4.9,31.2075,121.4653,31.2,121.4839
20902,5,90.0,80.0,28.0,3.9,31.296,121.401,31.2872,121.4006
18850,5,71.0,71.0,27.0,3.6,31.2761,121.4138,31.2797,121.4159
29042,6,10.0,2.0,44.0,5.3,31.2115,121.4025,31.2,121.4269
6403,6,75.0,65.0,33.0,4.800000000000001,31.2781,121.4502,31.267,121.4532
16838,6,75.0,63.0,37.0,5.199999999999999,31.2754,121.4501,31.2635,121.4353
25976,6,75.0,65.0,30.0,4.7,31.2716,121.4597,31.2654,121.4509
18503,6,75.0,42.0,58.0,7.300000000000001,31.273,121.4573,31.246,121.4201
6895,6,75.0,64.0,34.0,4.6000000000000005,31.2762,121.457,31.267,121.4431
28022,7,75.0,85.0,32.0,4.4,31.2716,121.4597,31.2816,121.4551
14811,7,12.0,13.0,28.0,4.1,31.2114,121.4256,31.2173,121.4319
5578,7,75.0,76.0,30.0,3.8,31.2718,121.457,31.2756,121.4663
22214,7,73.0,72.0,35.0,4.4,31.2765,121.4383,31.2797,121.4205
17134,7,75.0,64.0,37.0,4.699999999999999,31.2778,121.4566,31.2619,121.448
11303,7,56.0,56.0,27.0,4.3,31.2571,121.4627,31.2568,121.4683
2376,7,15.0,16.0,29.0,4.0,31.2134,121.4521,31.2166,121.4604
27731,8,35.0,34.0,33.0,4.800000000000001,31.2383,121.459,31.2345,121.4446
26760,8,25.0,34.0,35.0,4.4,31.221,121.4568,31.2301,121.4462
