,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
30626,0,75.0,85.0,30.0,3.8,31.2764,121.4598,31.2823,121.454
21954,0,75.0,63.0,40.0,5.5,31.2795,121.4575,31.2684,121.4363
20828,0,80.0,80.0,24.0,3.9,31.2867,121.4038,31.2862,121.4085
17759,1,72.0,70.0,34.0,4.4,31.2758,121.421,31.2753,121.4097
26210,1,7.0,17.0,37.0,4.6,31.202,121.48,31.2172,121.4733
4596,1,6.0,6.0,31.0,3.9,31.2076,121.4654,31.2012,121.4699
7450,1,12.0,12.0,32.0,4.4,31.22,121.4211,31.219,121.4294
19447,1,80.0,71.0,32.0,4.800000000000001,31.2867,121.4038,31.2795,121.4142
32360,2,75.0,55.0,43.0,5.800000000000001,31.2755,121.4578,31.251,121.456
5935,2,7.0,7.0,28.0,4.2,31.2015,121.4765,31.2074,121.4712
12722,2,71.0,72.0,34.0,4.5,31.2718,121.4164,31.2792,121.4242
18035,3,80.0,70.0,28.0,3.8,31.2867,121.4038,31.2793,121.4075
16833,3,63.0,64.0,30.0,4.2,31.2684,121.435,31.2665,121.4404
2423,3,24.0,14.0,25.0,4.1,31.2203,121.4462,31.2198,121.4418
26909,3,48.0,48.0,25.0,3.5,31.2459,121.4837,31.2475,121.4835
664,4,67.0,77.0,38.0,5.1000000000000005,31.262,121.475,31.2773,121.4748
19167,4,75.0,85.0,33.0,4.3,31.2779,121.4523,31.2877,121.4593
3188,4,15.0,15.0,22.0,3.7,31.211,121.4567,31.2121,121.4575
8227,4,75.0,85.0,33.0,4.9,31.2762,121.457,31.2885,121.4585
29261,5,75.0,53.0,54.0,6.5,31.2799,121.4537,31.2517,121.4306
16077,5,24.0,44.0,46.0,5.2,31.2244,121.4482,31.2489,121.4457
19370,5,75.0,51.0,60.0,7.1000000000000005,31.2728,121.4597,31.2562,121.4149
27786,5,75.0,54.0,48.0,5.7,31.2778,121.4566,31.2531,121.4475
29966,6,71.0,51.0,47.0,6.1000000000000005,31.2759,121.412,31.2502,121.4191
599,6,71.0,61.0,34.0,4.7,31.2785,121.418,31.2655,121.4124
1016,6,48.0,38.0,39.0,4.699999999999999,31.2459,121.4837,31.23,121.485
19026,6,71.0,51.0,44.0,5.800000000000001,31.2785,121.418,31.256,121.4133
32252,7,10.0,10.0,28.0,4.1,31.216,121.4086,31.2115,121.4029
29264,7,75.0,42.0,59.0,6.9,31.2797,121.4558,31.2459,121.4257
2183,7,35.0,5.0,46.0,5.3,31.2317,121.4585,31.2091,121.4519
7248,7,19.0,18.0,32.0,4.1,31.2144,121.4969,31.2162,121.4849
2370,7,75.0,84.0,34.0,4.4,31.2795,121.4575,31.2804,121.4465
