,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
332,0,75.0,76.0,32.0,4.6,31.2778,121.4566,31.2754,121.4673
1297,0,57.0,67.0,35.0,5.0,31.2539,121.4757,31.2693,121.4763
27555,0,18.0,18.0,33.0,4.3,31.2111,121.48,31.2195,121.4861
22004,0,75.0,64.0,25.0,3.4,31.2701,121.4523,31.268,121.4486
19962,0,75.0,64.0,40.0,5.4,31.2764,121.4598,31.2679,121.4409
11088,1,10.0,11.0,28.0,3.7,31.216,121.4086,31.214,121.415
25640,1,75.0,52.0,56.0,6.5,31.2778,121.4566,31.2573,121.4223
13977,1,90.0,90.0,28.0,4.1,31.2987,121.4007,31.2995,121.4083
29638,1,54.0,34.0,44.0,5.3,31.2597,121.4412,31.2398,121.4481
34026,2,72.0,62.0,32.0,4.7,31.2737,121.427,31.2623,121.4221
9381,2,61.0,70.0,34.0,4.3,31.27,121.4154,31.2778,121.4055
27570,2,69.0,59.0,34.0,4.7,31.2639,121.4922,31.2527,121.4981
13637,2,97.0,96.0,32.0,4.4,31.2906,121.4778,31.2901,121.467
14122,3,75.0,76.0,32.0,4.2,31.2718,121.457,31.273,121.4657
32842,3,61.0,71.0,30.0,4.0,31.2651,121.4146,31.2743,121.4136
2181,3,75.0,87.0,48.0,5.699999999999999,31.2747,121.4527,31.2895,121.4799
26088,3,75.0,76.0,30.0,3.8,31.2779,121.4547,31.2764,121.4602
8818,3,89.0,89.0,25.0,3.8,31.2859,121.4915,31.2862,121.4947
16569,3,12.0,12.0,28.0,3.8,31.2178,121.425,31.2165,121.4288
13500,4,12.0,12.0,25.0,3.9,31.2187,121.4298,31.2179,121.4252
21941,4,24.0,36.0,43.0,5.6000000000000005,31.2278,121.4411,31.2322,121.4675
32397,4,75.0,74.0,37.0,4.4,31.2764,121.4598,31.2781,121.4418
32401,4,75.0,73.0,37.0,4.8,31.2761,121.457,31.2746,121.4374
19518,4,24.0,33.0,36.0,4.800000000000001,31.2214,121.4423,31.2323,121.4367
6372,5,75.0,75.0,34.0,4.4,31.272,121.4514,31.28,121.4567
12543,5,22.0,33.0,31.0,4.5,31.2237,121.4242,31.2319,121.4323
30300,5,75.0,32.0,65.0,7.800000000000001,31.2761,121.457,31.2356,121.4282
18336,5,75.0,65.0,31.0,3.8,31.2706,121.4532,31.2625,121.4513
21763,5,18.0,19.0,32.0,4.1,31.2129,121.4862,31.2172,121.4966
33651,6,57.0,57.0,32.0,4.4,31.2581,121.4703,31.2526,121.4755
20405,6,75.0,75.0,31.0,4.7,31.2719,121.4509,31.278,121.4598
24881,6,72.0,82.0,33.0,4.4,31.2758,121.421,31.2852,121.423
21950,7,24.0,24.0,26.0,4.1,31.2291,121.4439,31.2287,121.447
1754,7,35.0,36.0,32.0,4.2,31.2309,121.459,31.2399,121.4627
32738,7,75.0,76.0,28.0,3.6,31.2718,121.457,31.2708,121.4629
32728,7,75.0,76.0,37.0,4.699999999999999,31.2767,121.45,31.2785,121.4698
8798,7,75.0,76.0,34.0,4.7,31.2785,121.4508,31.2762,121.4653
20505,7,75.0,76.0,33.0,4.7,31.2779,121.4547,31.2751,121.4667
5009,8,6.0,8.0,39.0,4.8,31.2063,121.4679,31.2019,121.4878
22743,8,24.0,25.0,24.0,3.4,31.2216,121.4493,31.2256,121.4514
4466,8,2.0,2.0,33.0,4.2,31.2003,121.42,31.2081,121.4295
22426,9,75.0,65.0,35.0,4.2,31.2779,121.4523,31.2672,121.4591
4047,9,75.0,42.0,59.0,7.1,31.2764,121.457,31.2468,121.4256
23982,9,75.0,85.0,25.0,3.9,31.2793,121.4593,31.2814,121.4549
31656,9,2.0,2.0,28.0,4.0,31.2034,121.4228,31.2055,121.4258
13894,9,15.0,15.0,26.0,3.9,31.2132,121.4588,31.214,121.4599
4746,10,7.0,8.0,29.0,4.1,31.2015,121.4765,31.2087,121.4802
2703,10,6.0,7.0,33.0,4.5,31.2059,121.4635,31.2034,121.4754
31407,10,75.0,63.0,38.0,5.4,31.2702,121.4591,31.2621,121.4393
33745,10,15.0,15.0,24.0,4.0,31.211,121.4567,31.2135,121.4563
14558,10,75.0,85.0,31.0,4.2,31.2792,121.4556,31.2856,121.46
30022,11,24.0,24.0,23.0,3.2,31.2263,121.4456,31.2278,121.4473
22288,11,34.0,34.0,23.0,3.2,31.236,121.4469,31.2361,121.4476
34660,12,75.0,73.0,39.0,5.5,31.2751,121.4579,31.2748,121.4355
13418,12,37.0,28.0,36.0,4.6000000000000005,31.2341,121.4764,31.221,121.4821
32103,12,18.0,18.0,26.0,4.2,31.2153,121.4892,31.2128,121.4845
22698,12,75.0,74.0,35.0,5.0,31.2799,121.4582,31.2742,121.4425
11740,12,56.0,38.0,50.0,5.9,31.2543,121.464,31.2333,121.4882
6630,12,75.0,56.0,52.0,6.000000000000001,31.2799,121.4574,31.251,121.4696
20622,12,24.0,43.0,36.0,4.9,31.2263,121.4456,31.2417,121.4355
18357,13,61.0,61.0,25.0,3.4,31.27,121.4154,31.2684,121.4194
3893,13,33.0,43.0,33.0,4.6,31.2388,121.4312,31.2489,121.4327
4418,13,75.0,51.0,58.0,6.6,31.2787,121.4552,31.2585,121.4149
1721,13,18.0,18.0,25.0,3.8,31.2167,121.4811,31.2156,121.482
24085,13,75.0,54.0,44.0,5.800000000000001,31.2787,121.4552,31.255,121.4477
22711,13,75.0,64.0,34.0,5.1000000000000005,31.2747,121.4527,31.2617,121.4463
3690,14,75.0,75.0,29.0,3.9,31.2772,121.453,31.271,121.4582
15883,14,75.0,64.0,30.0,4.1,31.2779,121.4547,31.2689,121.4473
20559,14,75.0,64.0,36.0,4.9,31.2778,121.4566,31.2629,121.4464
3703,14,75.0,75.0,28.0,4.2,31.2797,121.4558,31.2718,121.4517
8814,14,89.0,89.0,28.0,3.7,31.2883,121.499,31.2893,121.4953
23392,14,15.0,24.0,40.0,5.0,31.2146,121.4536,31.2273,121.4412
18720,15,75.0,75.0,28.0,4.0,31.2737,121.4593,31.2796,121.4596
17676,15,54.0,44.0,36.0,5.1,31.2597,121.4484,31.2425,121.4472
23368,15,24.0,24.0,26.0,4.1,31.2266,121.4427,31.2234,121.4493
33294,15,6.0,5.0,34.0,4.9,31.2058,121.4657,31.2079,121.4508
18184,15,89.0,79.0,35.0,4.7,31.2883,121.499,31.2748,121.49
11402,15,24.0,24.0,22.0,3.9,31.2296,121.4403,31.2289,121.4426
1777,15,75.0,53.0,45.0,5.5,31.2754,121.4501,31.2528,121.4341
30670,15,75.0,42.0,54.0,6.0,31.272,121.4514,31.2485,121.4236
12718,16,12.0,12.0,27.0,3.9,31.2178,121.425,31.2156,121.4214
15419,16,44.0,43.0,29.0,4.1,31.2467,121.4406,31.2403,121.4369
23120,16,10.0,10.0,26.0,4.1,31.216,121.4086,31.2112,121.4068
12445,17,7.0,19.0,40.0,4.8,31.2042,121.4728,31.2136,121.4921
28306,17,12.0,2.0,32.0,4.2,31.2117,121.4299,31.2077,121.4229
16523,17,24.0,45.0,39.0,5.3,31.2297,121.4414,31.2407,121.4547
965,17,75.0,75.0,28.0,3.8,31.2799,121.4574,31.278,121.4524
10448,18,75.0,56.0,42.0,5.1,31.2718,121.457,31.2562,121.4696
33068,18,6.0,6.0,31.0,4.0,31.2098,121.4619,31.209,121.47
10446,18,75.0,56.0,47.0,5.8,31.279,121.4546,31.2547,121.4698
34885,18,24.0,36.0,40.0,5.4,31.2247,121.4484,31.2306,121.4683
30218,18,75.0,43.0,60.0,7.200000000000001,31.2799,121.4537,31.2416,121.4356
23196,18,75.0,63.0,37.0,4.7,31.2704,121.4521,31.2646,121.4352
28520,18,13.0,24.0,32.0,4.5,31.2165,121.4365,31.2228,121.4455
