,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
9662,0,75.0,54.0,45.0,6.0,31.2761,121.4514,31.2513,121.4449
38314,0,71.0,71.0,33.0,4.0,31.2785,121.418,31.27,121.411
32882,1,24.0,24.0,27.0,3.6,31.2252,121.4493,31.2213,121.4436
39027,1,82.0,65.0,53.0,6.6000000000000005,31.2883,121.4258,31.2631,121.4523
8278,1,75.0,75.0,28.0,4.3,31.2717,121.4558,31.2793,121.459
7129,2,10.0,1.0,38.0,5.0,31.216,121.4086,31.2035,121.4146
17619,2,13.0,32.0,50.0,5.800000000000001,31.2104,121.4345,31.2395,121.4237
20671,3,58.0,78.0,42.0,5.7,31.258,121.4878,31.2794,121.487
2717,3,75.0,76.0,27.0,3.9,31.2793,121.4593,31.2773,121.465
27521,4,33.0,24.0,34.0,5.0,31.2349,121.4303,31.2264,121.4455
28419,4,75.0,64.0,34.0,4.1,31.2704,121.4515,31.2632,121.4429
6678,4,35.0,44.0,39.0,4.8,31.2375,121.4595,31.2415,121.4401
13023,4,33.0,24.0,33.0,4.4,31.231,121.4369,31.2284,121.4481
26569,5,15.0,4.0,36.0,5.1,31.2152,121.455,31.2025,121.4424
32374,5,6.0,7.0,33.0,4.4,31.2029,121.4614,31.2046,121.4722
8835,5,22.0,42.0,42.0,5.4,31.2237,121.4242,31.2483,121.4244
35377,6,13.0,21.0,36.0,4.6,31.2112,121.4321,31.2231,121.4169
34323,6,24.0,25.0,33.0,4.4,31.2214,121.4403,31.2244,121.4513
40089,6,54.0,54.0,25.0,3.2,31.2541,121.4465,31.2529,121.4445
27431,7,24.0,43.0,46.0,6.0,31.225,121.4473,31.2489,121.4387
11688,7,17.0,18.0,31.0,4.6,31.2108,121.4719,31.212,121.4832
1204,7,75.0,84.0,36.0,5.1,31.2799,121.4582,31.2887,121.4417
10388,7,34.0,23.0,31.0,4.4,31.238,121.4402,31.2285,121.4355
32879,8,23.0,3.0,42.0,5.3,31.2221,121.4345,31.2002,121.4399
29794,8,31.0,31.0,29.0,4.1,31.2354,121.4196,31.2371,121.4144
39190,9,75.0,55.0,36.0,4.9,31.2713,121.4532,31.2581,121.451
7288,9,53.0,45.0,43.0,5.9,31.2514,121.4322,31.2466,121.458
10361,9,75.0,65.0,41.0,5.3,31.2799,121.4537,31.2616,121.4521
24688,10,75.0,43.0,52.0,6.7,31.2787,121.4552,31.2487,121.4347
30541,10,97.0,97.0,29.0,4.2,31.293,121.47,31.296,121.4757
35974,10,24.0,25.0,27.0,4.2,31.2258,121.4479,31.2286,121.4539
17269,10,75.0,53.0,50.0,6.199999999999999,31.2797,121.4558,31.2579,121.4346
18102,10,11.0,12.0,39.0,4.8,31.2197,121.4108,31.2103,121.427
4802,11,12.0,22.0,32.0,4.4,31.2178,121.425,31.2278,121.4222
19300,11,12.0,22.0,27.0,4.1,31.2177,121.4251,31.2205,121.4211
13457,11,71.0,70.0,28.0,3.7,31.2719,121.4121,31.2712,121.4094
38927,12,46.0,46.0,26.0,4.2,31.2432,121.4674,31.2403,121.4614
38066,12,7.0,17.0,38.0,4.6000000000000005,31.202,121.48,31.2156,121.4756
39425,12,24.0,25.0,30.0,4.7,31.2233,121.4449,31.2228,121.4573
26912,12,71.0,51.0,45.0,6.1000000000000005,31.2786,121.4165,31.2526,121.4153
36100,12,33.0,34.0,34.0,4.5,31.2349,121.4303,31.2319,121.4467
5323,13,24.0,34.0,28.0,4.0,31.2291,121.4439,31.2352,121.4422
23571,13,7.0,17.0,33.0,4.6000000000000005,31.2015,121.4765,31.2148,121.478
39065,13,23.0,23.0,25.0,3.4,31.2256,121.438,31.2266,121.4352
13798,13,56.0,46.0,25.0,3.8,31.2507,121.4667,31.248,121.4687
32920,14,7.0,9.0,34.0,4.7,31.2084,121.474,31.2086,121.4917
34000,14,12.0,22.0,29.0,3.6,31.22,121.4211,31.2247,121.4249
31450,15,71.0,70.0,28.0,3.8,31.279,121.4146,31.2746,121.4086
3424,15,84.0,83.0,27.0,4.3,31.2884,121.4409,31.2848,121.4369
10983,15,75.0,74.0,34.0,4.2,31.2755,121.4578,31.2736,121.4447
39979,15,75.0,74.0,36.0,4.7,31.2793,121.4593,31.27,121.4449
3249,16,24.0,24.0,32.0,4.0,31.2203,121.4462,31.2285,121.4455
38159,16,75.0,52.0,53.0,6.7,31.273,121.4573,31.2521,121.4294
27632,16,7.0,7.0,27.0,3.4,31.2015,121.4765,31.2044,121.4736
13835,16,11.0,11.0,31.0,3.8,31.2138,121.42,31.2192,121.4145
