,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
10125,0,75.0,85.0,36.0,4.7,31.2713,121.4532,31.2824,121.4502
39684,0,75.0,73.0,38.0,4.699999999999999,31.2714,121.4541,31.2799,121.4378
23653,0,68.0,68.0,31.0,3.9,31.2623,121.4815,31.2678,121.4869
31307,0,15.0,6.0,26.0,4.0,31.2132,121.4588,31.2084,121.464
32056,0,71.0,61.0,28.0,4.3,31.2719,121.4121,31.2645,121.4145
31565,0,32.0,12.0,34.0,4.4,31.2337,121.4227,31.2199,121.4224
36680,1,75.0,87.0,39.0,4.9,31.2799,121.4574,31.2804,121.4762
38649,1,75.0,65.0,35.0,4.7,31.279,121.4546,31.2666,121.4567
39463,1,6.0,6.0,26.0,3.9,31.2048,121.4696,31.2007,121.4685
12089,1,75.0,65.0,36.0,4.4,31.2728,121.4597,31.2635,121.4522
23845,1,80.0,90.0,33.0,4.3,31.2867,121.4038,31.2953,121.4073
23182,1,41.0,31.0,40.0,5.0,31.2493,121.4176,31.2316,121.4187
23370,2,6.0,27.0,42.0,5.4,31.2075,121.4653,31.2293,121.4781
735,2,71.0,70.0,30.0,3.9,31.2752,121.4161,31.278,121.4072
15168,2,24.0,25.0,34.0,5.1000000000000005,31.2214,121.4437,31.2283,121.4584
38877,2,24.0,35.0,39.0,5.1,31.2246,121.4457,31.2397,121.457
21609,2,75.0,41.0,66.0,7.6,31.2761,121.457,31.246,121.4137
22563,3,18.0,17.0,29.0,4.1,31.2173,121.4813,31.2187,121.4728
35843,3,18.0,17.0,32.0,4.1,31.219,121.4885,31.2189,121.4767
37794,3,75.0,74.0,34.0,4.2,31.2701,121.4523,31.2786,121.4454
30938,3,13.0,11.0,35.0,4.6000000000000005,31.2138,121.4308,31.2156,121.4148
760,3,71.0,61.0,34.0,4.6,31.2785,121.418,31.269,121.4173
12701,3,13.0,5.0,35.0,4.2,31.2102,121.4391,31.2077,121.4528
17052,4,18.0,9.0,32.0,4.6,31.216,121.4829,31.2096,121.4928
36259,4,24.0,34.0,31.0,4.7,31.2235,121.4481,31.2342,121.4461
17406,4,44.0,45.0,34.0,5.1000000000000005,31.2436,121.444,31.2478,121.4593
3777,4,18.0,9.0,42.0,5.6,31.2173,121.4813,31.2039,121.4998
35145,4,71.0,73.0,42.0,5.1,31.2761,121.4138,31.2795,121.4349
72,4,12.0,22.0,28.0,3.4,31.2187,121.4237,31.2227,121.4225
20924,4,24.0,32.0,45.0,5.2,31.221,121.4415,31.2388,121.423
9420,4,75.0,41.0,66.0,7.4,31.275,121.4573,31.2439,121.4145
35183,5,22.0,44.0,43.0,5.2,31.229,121.4257,31.2448,121.4408
12179,5,75.0,87.0,42.0,5.7,31.2785,121.4508,31.287,121.4728
28494,5,24.0,34.0,39.0,4.6,31.2229,121.4434,31.2396,121.4435
25409,5,56.0,56.0,31.0,4.1,31.2513,121.4694,31.2523,121.4604
22889,5,72.0,70.0,38.0,5.0,31.2737,121.427,31.2753,121.4064
36169,5,72.0,70.0,37.0,5.199999999999999,31.2737,121.427,31.2783,121.4089
25707,6,75.0,41.0,66.0,7.2,31.2751,121.4579,31.2475,121.4162
12438,6,75.0,64.0,36.0,4.699999999999999,31.2799,121.4574,31.2652,121.4487
38988,6,75.0,52.0,48.0,6.3,31.2785,121.4508,31.2593,121.4252
3147,6,6.0,6.0,31.0,4.0,31.2029,121.4614,31.2077,121.4673
29431,6,7.0,9.0,41.0,5.1,31.2084,121.474,31.2032,121.498
6361,6,35.0,35.0,28.0,4.3,31.24,121.4575,31.238,121.4515
12883,6,17.0,18.0,34.0,5.1000000000000005,31.2108,121.4719,31.2158,121.4871
12612,7,24.0,45.0,42.0,5.6000000000000005,31.2296,121.4403,31.2484,121.4572
6386,7,54.0,55.0,27.0,4.2,31.2541,121.4465,31.2591,121.4505
8505,7,75.0,53.0,45.0,6.0,31.2764,121.4598,31.2597,121.4364
8496,7,75.0,64.0,36.0,4.4,31.2704,121.4515,31.2603,121.443
36440,7,11.0,12.0,35.0,4.6000000000000005,31.2109,121.412,31.2148,121.4292
4485,8,75.0,54.0,37.0,4.8,31.2709,121.4555,31.2572,121.4419
37684,8,75.0,64.0,41.0,5.5,31.2795,121.4575,31.2642,121.4447
1763,8,97.0,87.0,33.0,4.4,31.2906,121.4778,31.2826,121.4705
1546,8,7.0,7.0,28.0,4.3,31.2084,121.474,31.2019,121.4715
15934,8,24.0,35.0,34.0,4.800000000000001,31.2235,121.4481,31.2303,121.4594
2654,8,24.0,35.0,38.0,5.0,31.2265,121.447,31.2387,121.4599
8879,8,24.0,23.0,33.0,4.5,31.2204,121.4481,31.2243,121.4362
4487,8,75.0,54.0,46.0,5.9,31.2797,121.4558,31.2593,121.4431
29531,8,75.0,51.0,63.0,7.5,31.2795,121.4575,31.2592,121.4132
10196,9,60.0,80.0,39.0,4.8,31.2664,121.4036,31.2859,121.403
35791,9,75.0,55.0,44.0,5.5,31.2778,121.4566,31.257,121.4501
7148,9,61.0,73.0,44.0,5.0,31.27,121.4154,31.2718,121.4399
35219,9,6.0,6.0,31.0,3.9,31.2025,121.4695,31.2055,121.4606
29426,9,6.0,7.0,27.0,3.5,31.2063,121.4679,31.2059,121.4731
32058,9,61.0,60.0,30.0,4.1,31.2651,121.4146,31.2641,121.4088
29028,9,67.0,87.0,34.0,4.4,31.2687,121.4721,31.2834,121.4729
31943,9,75.0,76.0,30.0,4.4,31.275,121.4573,31.2789,121.4691
18649,10,75.0,86.0,33.0,4.0,31.279,121.4546,31.2856,121.4623
35524,10,81.0,81.0,27.0,4.0,31.2858,121.4185,31.2881,121.4112
18665,10,75.0,75.0,29.0,3.8,31.2778,121.4566,31.2711,121.4563
24257,10,75.0,64.0,34.0,4.9,31.2754,121.4501,31.2653,121.4424
31433,10,2.0,3.0,34.0,4.3,31.2003,121.42,31.2051,121.4314
21108,10,24.0,36.0,39.0,5.199999999999999,31.2265,121.447,31.2387,121.4607
25007,10,23.0,13.0,33.0,4.2,31.2282,121.4351,31.2184,121.431
21030,10,6.0,7.0,34.0,4.6000000000000005,31.2079,121.4604,31.2035,121.4774
2748,10,8.0,8.0,24.0,4.1,31.2015,121.4822,31.2003,121.4864
16416,11,23.0,24.0,40.0,4.9,31.2209,121.4321,31.2295,121.449
11428,11,71.0,62.0,36.0,4.5,31.2786,121.4165,31.2667,121.4208
12414,11,12.0,21.0,30.0,4.3,31.2187,121.4298,31.2204,121.4185
9968,11,7.0,7.0,32.0,4.4,31.2097,121.4792,31.2042,121.4701
17247,11,75.0,74.0,36.0,4.800000000000001,31.2737,121.4593,31.2702,121.4461
25695,11,12.0,21.0,34.0,4.1,31.2187,121.4237,31.2242,121.414
24871,12,33.0,44.0,37.0,4.4,31.2332,121.4394,31.2447,121.448
1066,12,75.0,63.0,41.0,5.0,31.279,121.4546,31.2644,121.4368
38151,12,33.0,44.0,38.0,4.9,31.2305,121.4318,31.245,121.445
