,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
14561,0,80.0,70.0,29.0,3.9,31.2867,121.4038,31.2797,121.4012
30368,0,48.0,47.0,30.0,3.6,31.2459,121.4837,31.2408,121.4799
7469,0,58.0,48.0,28.0,3.6,31.2503,121.4823,31.2469,121.4839
13314,0,75.0,32.0,64.0,7.6,31.2799,121.4537,31.2376,121.4288
28436,1,75.0,74.0,28.0,4.3,31.2701,121.452,31.2755,121.4459
14002,1,2.0,2.0,26.0,3.3000000000000003,31.2041,121.425,31.2049,121.4267
8119,1,48.0,67.0,37.0,4.9,31.2459,121.4837,31.263,121.4785
19975,1,24.0,24.0,28.0,4.3,31.2258,121.4479,31.2294,121.4442
30079,1,80.0,72.0,41.0,5.7,31.2867,121.4038,31.2743,121.423
15166,2,18.0,8.0,32.0,4.3,31.2192,121.4808,31.2068,121.4811
4907,2,44.0,35.0,40.0,5.3,31.2437,121.4403,31.2305,121.457
13253,2,75.0,55.0,40.0,5.4,31.2723,121.4598,31.2533,121.458
15534,2,35.0,25.0,35.0,4.3,31.2399,121.4559,31.229,121.4592
18074,3,67.0,66.0,31.0,4.7,31.2687,121.4721,31.2636,121.4627
27213,3,71.0,62.0,35.0,4.7,31.2785,121.418,31.2659,121.4205
15031,3,2.0,12.0,30.0,4.3,31.2036,121.4276,31.2102,121.429
12603,3,75.0,76.0,31.0,4.6,31.2792,121.4556,31.278,121.4679
7604,3,12.0,11.0,28.0,3.7,31.2165,121.4222,31.2199,121.416
26695,3,24.0,45.0,45.0,5.5,31.2235,121.4481,31.2495,121.4536
18436,4,56.0,46.0,27.0,3.7,31.2501,121.4679,31.2469,121.4661
27075,4,75.0,75.0,27.0,4.1,31.2798,121.4554,31.2761,121.4576
17703,4,67.0,76.0,38.0,5.1,31.262,121.475,31.2768,121.4642
9328,4,71.0,71.0,25.0,3.9,31.2752,121.4161,31.2733,121.4174
6052,4,45.0,32.0,47.0,5.5,31.2427,121.4573,31.2312,121.4299
22483,4,61.0,50.0,38.0,5.1,31.2651,121.4146,31.2508,121.4036
2427,4,75.0,76.0,33.0,4.4,31.2754,121.4501,31.2724,121.4615
28626,4,56.0,46.0,32.0,4.3,31.2529,121.4646,31.2443,121.4658
4431,4,61.0,60.0,28.0,3.8,31.27,121.4154,31.2644,121.41
23797,5,75.0,53.0,52.0,6.7,31.2798,121.4554,31.2509,121.4383
23789,5,75.0,32.0,64.0,7.3,31.2736,121.459,31.237,121.4243
13599,5,75.0,32.0,62.0,7.2,31.2723,121.4598,31.2351,121.4263
8838,5,71.0,70.0,25.0,3.5,31.2747,121.4126,31.2766,121.4096
17096,5,12.0,12.0,29.0,4.0,31.2187,121.4237,31.2133,121.4271
10893,6,13.0,21.0,41.0,5.0,31.2104,121.4345,31.22,121.4139
8672,6,67.0,67.0,26.0,3.6,31.2687,121.4721,31.2699,121.4795
5823,6,25.0,15.0,32.0,3.8,31.2245,121.4593,31.2192,121.4535
29849,6,61.0,70.0,42.0,5.0,31.2619,121.418,31.2799,121.4041
27606,6,75.0,76.0,34.0,4.5,31.2713,121.4523,31.2774,121.4614
11040,6,24.0,13.0,36.0,4.5,31.2296,121.4439,31.2191,121.433
16096,6,61.0,61.0,30.0,4.2,31.2619,121.418,31.27,121.4143
2566,6,35.0,32.0,46.0,5.5,31.2334,121.4519,31.239,121.4242
3423,7,18.0,18.0,29.0,4.3,31.2167,121.4811,31.219,121.4872
16232,7,6.0,16.0,34.0,4.7,31.2014,121.4688,31.2169,121.4674
9935,7,67.0,68.0,39.0,4.6,31.2624,121.4722,31.2688,121.4899
19617,7,80.0,71.0,37.0,4.7,31.2867,121.4038,31.2776,121.4158
29809,7,80.0,81.0,31.0,4.1,31.2867,121.4038,31.285,121.4161
26291,7,61.0,61.0,30.0,3.6,31.2619,121.418,31.267,121.4189
24604,7,67.0,59.0,38.0,4.9,31.2624,121.4722,31.2561,121.4914
29280,7,7.0,7.0,34.0,4.0,31.2008,121.4797,31.2066,121.4712
27484,7,71.0,71.0,24.0,3.5,31.2759,121.412,31.2742,121.4132
26843,8,25.0,25.0,31.0,4.0,31.2294,121.4534,31.2207,121.4545
18112,8,88.0,89.0,31.0,4.1,31.2808,121.4868,31.2887,121.4934
29796,8,71.0,61.0,30.0,4.2,31.2721,121.412,31.2688,121.4188
17640,8,75.0,74.0,33.0,4.7,31.2734,121.4563,31.2734,121.441
19606,8,71.0,61.0,38.0,4.9,31.2796,121.4179,31.2651,121.413
9702,9,71.0,72.0,31.0,4.0,31.2761,121.4138,31.2725,121.4245
13892,9,54.0,62.0,41.0,5.2,31.2597,121.4484,31.2614,121.4266
22126,9,75.0,63.0,42.0,5.3,31.273,121.4573,31.2633,121.4346
16960,9,75.0,75.0,24.0,3.8,31.273,121.4573,31.2722,121.4528
13060,9,13.0,13.0,29.0,4.0,31.216,121.4381,31.2175,121.4302
19880,9,24.0,5.0,49.0,6.0,31.2254,121.4403,31.2015,121.4568
8952,9,35.0,36.0,32.0,3.8,31.2334,121.4519,31.2305,121.4606
11214,9,75.0,53.0,43.0,5.5,31.2713,121.4532,31.2577,121.4338
6770,9,75.0,75.0,29.0,4.1,31.2743,121.4511,31.2789,121.45
23227,9,11.0,2.0,34.0,4.6000000000000005,31.2158,121.4142,31.2032,121.4246
29845,10,80.0,81.0,29.0,4.3,31.2867,121.4038,31.2895,121.4126
18861,10,67.0,69.0,41.0,4.8,31.2687,121.4721,31.2623,121.4921
24253,10,24.0,34.0,32.0,4.3,31.2258,121.4479,31.2373,121.4402
5795,10,75.0,76.0,26.0,3.6,31.2782,121.4571,31.2742,121.4609
28717,10,18.0,17.0,35.0,4.800000000000001,31.219,121.4885,31.2122,121.4763
28643,10,25.0,24.0,32.0,4.4,31.2293,121.4595,31.2286,121.4454
2689,10,24.0,33.0,29.0,4.2,31.2262,121.4419,31.231,121.4349
11038,10,13.0,11.0,43.0,5.4,31.2112,121.4321,31.22,121.4101
30302,10,2.0,3.0,32.0,4.3,31.2003,121.42,31.2064,121.4307
10961,11,2.0,2.0,24.0,3.6,31.2034,121.4228,31.2004,121.4258
10119,11,10.0,0.0,26.0,3.5,31.2112,121.4006,31.2081,121.4003
17217,11,75.0,55.0,36.0,4.699999999999999,31.2723,121.4598,31.2568,121.4533
9904,11,6.0,7.0,33.0,4.6,31.2014,121.4688,31.203,121.4792
27410,11,75.0,56.0,47.0,6.0,31.2792,121.4556,31.2506,121.4621
2345,12,56.0,56.0,26.0,3.7,31.2571,121.4627,31.2542,121.4688
25201,12,35.0,5.0,49.0,6.4,31.2302,121.453,31.201,121.4551
12832,12,68.0,78.0,30.0,4.2,31.2668,121.489,31.2718,121.4828
12842,12,10.0,22.0,48.0,5.800000000000001,31.2115,121.4025,31.2225,121.4298
12846,12,10.0,23.0,42.0,5.7,31.216,121.4086,31.222,121.4365
11676,12,57.0,58.0,31.0,4.5,31.2563,121.4716,31.2591,121.4814
7419,12,75.0,74.0,34.0,4.4,31.2717,121.4558,31.2768,121.4451
16109,13,31.0,30.0,28.0,3.7,31.2321,121.4142,31.2359,121.4097
19064,13,75.0,74.0,33.0,4.5,31.2713,121.4532,31.2709,121.4418
21553,13,55.0,56.0,22.0,3.9,31.2527,121.4599,31.2521,121.4617
27501,13,25.0,53.0,55.0,6.9,31.222,121.4577,31.2517,121.4348
9609,13,25.0,25.0,28.0,4.0,31.222,121.4577,31.2203,121.4556
12696,13,75.0,84.0,34.0,4.5,31.2755,121.4585,31.2866,121.4465
2496,13,75.0,74.0,32.0,4.4,31.2709,121.4555,31.2779,121.4487
21741,13,11.0,33.0,45.0,6.0,31.2102,121.4198,31.2303,121.4386
28162,13,87.0,99.0,38.0,4.9,31.284,121.4715,31.2917,121.4905
22537,13,75.0,86.0,28.0,4.0,31.2779,121.4523,31.2828,121.4611
22844,14,13.0,12.0,32.0,4.4,31.2112,121.4321,31.2116,121.4224
19601,14,61.0,62.0,26.0,4.1,31.27,121.4154,31.2665,121.4219
25596,14,54.0,42.0,39.0,4.9,31.2541,121.4465,31.2406,121.429
3294,14,75.0,74.0,32.0,4.2,31.2788,121.4563,31.2792,121.4478
25670,14,12.0,1.0,40.0,4.699999999999999,31.2131,121.4294,31.2013,121.4162
4095,14,21.0,30.0,40.0,5.1,31.2211,121.4191,31.2345,121.4017
21039,14,12.0,10.0,40.0,4.9,31.2157,121.4284,31.2142,121.4092
19171,15,73.0,65.0,36.0,5.199999999999999,31.2765,121.4383,31.2626,121.4513
8588,15,80.0,80.0,24.0,3.2,31.2867,121.4038,31.2875,121.4031
4233,15,18.0,18.0,27.0,4.0,31.2134,121.4872,31.217,121.4818
13063,15,13.0,3.0,33.0,4.9,31.2138,121.4308,31.2021,121.4349
26171,15,75.0,76.0,31.0,4.0,31.2782,121.4571,31.2718,121.4624
25073,15,6.0,8.0,36.0,5.199999999999999,31.2014,121.4688,31.2065,121.4885
27378,16,6.0,7.0,30.0,4.3,31.2063,121.4679,31.2087,121.48
26808,16,32.0,32.0,28.0,4.1,31.2397,121.4253,31.2332,121.4232
28002,16,13.0,23.0,38.0,5.0,31.2102,121.4391,31.2243,121.4302
22891,16,75.0,85.0,31.0,4.5,31.2719,121.4509,31.2816,121.4541
15165,16,7.0,19.0,40.0,5.0,31.202,121.48,31.2137,121.4931
15824,16,75.0,73.0,38.0,4.9,31.2787,121.4552,31.2721,121.4377
12721,16,75.0,84.0,38.0,5.0,31.2788,121.4563,31.2824,121.441
20512,17,75.0,54.0,42.0,5.2,31.2718,121.457,31.2507,121.4465
8273,17,68.0,87.0,44.0,5.0,31.2696,121.4888,31.2899,121.4799
14238,17,71.0,62.0,35.0,4.800000000000001,31.2785,121.418,31.2688,121.4298
1956,17,80.0,80.0,26.0,3.5,31.2867,121.4038,31.2848,121.4001
12269,17,15.0,4.0,33.0,4.4,31.2132,121.4588,31.2061,121.4458
16882,17,75.0,51.0,60.0,7.1000000000000005,31.2782,121.4571,31.2549,121.4163
490,17,22.0,22.0,28.0,4.1,31.2247,121.4285,31.2279,121.4225
12389,17,11.0,11.0,32.0,4.3,31.2188,121.4152,31.2127,121.4116
