,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
28492,0,24.0,24.0,27.0,4.3,31.2266,121.4427,31.2229,121.4468
36672,0,75.0,85.0,37.0,5.199999999999999,31.2723,121.4598,31.2888,121.4579
15212,0,24.0,24.0,26.0,3.9,31.2216,121.4493,31.225,121.4478
36028,0,48.0,36.0,45.0,5.9,31.2465,121.4877,31.2339,121.4652
27298,0,81.0,70.0,38.0,5.0,31.2858,121.4185,31.2724,121.4073
13186,0,75.0,76.0,33.0,4.4,31.2702,121.4591,31.2799,121.47
16682,1,67.0,78.0,31.0,4.5,31.2691,121.4713,31.2757,121.4803
16110,1,18.0,9.0,34.0,4.7,31.2192,121.4808,31.2082,121.4923
9881,1,11.0,12.0,33.0,4.2,31.2186,121.4139,31.2172,121.4293
25064,1,75.0,65.0,30.0,4.1,31.2713,121.4532,31.2626,121.4541
36178,1,25.0,35.0,37.0,4.4,31.2254,121.4586,31.2392,121.4592
2830,1,18.0,9.0,32.0,4.3,31.2111,121.48,31.2021,121.4909
16989,2,89.0,88.0,37.0,4.5,31.2883,121.499,31.2835,121.4841
33353,2,7.0,8.0,25.0,3.8,31.2025,121.4797,31.2042,121.4844
14130,2,24.0,14.0,38.0,4.5,31.2278,121.4411,31.2141,121.444
30002,2,57.0,57.0,28.0,4.4,31.2563,121.4716,31.2528,121.4798
34972,3,80.0,81.0,30.0,4.3,31.2867,121.4038,31.2808,121.4115
4378,3,13.0,11.0,38.0,4.800000000000001,31.2112,121.4321,31.2167,121.416
25058,3,75.0,65.0,32.0,4.4,31.2751,121.4579,31.2637,121.4574
34001,3,24.0,14.0,33.0,4.9,31.225,121.4473,31.2118,121.4461
11047,3,75.0,50.0,68.0,7.5,31.2798,121.4554,31.2547,121.4057
11234,3,75.0,74.0,35.0,4.4,31.2799,121.4582,31.2716,121.4461
13531,4,68.0,69.0,35.0,4.800000000000001,31.2665,121.4813,31.2624,121.4977
5892,4,6.0,7.0,29.0,4.2,31.2029,121.4614,31.206,121.4706
36669,4,75.0,86.0,26.0,3.6,31.2795,121.4575,31.2819,121.461
4045,4,35.0,54.0,47.0,6.0,31.2302,121.453,31.2563,121.4467
27323,4,71.0,70.0,34.0,4.800000000000001,31.2785,121.418,31.272,121.4033
10111,4,75.0,85.0,32.0,4.9,31.2702,121.4591,31.2809,121.4542
35951,4,24.0,23.0,29.0,4.3,31.2247,121.4484,31.2247,121.4393
38819,4,71.0,71.0,29.0,4.4,31.2786,121.4165,31.2722,121.412
38739,5,75.0,87.0,39.0,4.6,31.2764,121.4598,31.2888,121.4712
13313,5,75.0,65.0,39.0,4.6,31.2782,121.4571,31.2608,121.4552
17502,5,75.0,74.0,31.0,4.3,31.2799,121.4537,31.2745,121.4445
17615,5,12.0,13.0,25.0,4.1,31.2187,121.4298,31.2193,121.4332
13324,5,75.0,75.0,28.0,4.0,31.275,121.4573,31.2743,121.4503
26002,5,18.0,17.0,34.0,4.4,31.219,121.4885,31.2195,121.4714
2871,6,7.0,9.0,38.0,5.3,31.2084,121.474,31.2069,121.4954
38996,6,75.0,64.0,37.0,4.5,31.2743,121.4511,31.2631,121.44
28321,6,97.0,97.0,24.0,4.0,31.293,121.47,31.2958,121.4727
3539,6,75.0,73.0,35.0,4.4,31.2706,121.4532,31.2713,121.4389
28994,6,24.0,5.0,44.0,5.5,31.2267,121.4488,31.2017,121.4564
