,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
3586,0,75.0,55.0,42.0,5.1,31.2734,121.4563,31.2554,121.4513
34272,0,12.0,12.0,26.0,4.0,31.2177,121.4251,31.2154,121.4295
16821,0,75.0,55.0,40.0,5.3,31.2716,121.4597,31.254,121.4582
33576,1,13.0,22.0,39.0,4.8,31.2138,121.4308,31.228,121.4212
31598,1,12.0,21.0,36.0,4.9,31.2117,121.4299,31.2228,121.4194
23244,1,75.0,86.0,38.0,4.6,31.2743,121.4511,31.2887,121.4607
23228,1,75.0,85.0,37.0,4.9,31.2717,121.4558,31.2864,121.4564
22631,2,24.0,22.0,35.0,4.6000000000000005,31.2297,121.4415,31.227,121.4265
6805,2,15.0,8.0,47.0,6.0,31.2134,121.4521,31.207,121.4803
35496,2,6.0,16.0,28.0,3.8,31.2076,121.4654,31.2157,121.4641
874,2,6.0,8.0,40.0,5.1,31.2075,121.4653,31.2087,121.4875
39556,3,75.0,73.0,37.0,5.0,31.2797,121.4558,31.2764,121.4359
17390,3,35.0,25.0,30.0,3.6,31.2308,121.4559,31.2287,121.4504
15393,3,57.0,59.0,38.0,4.699999999999999,31.2563,121.4716,31.2594,121.4912
17436,3,75.0,75.0,30.0,4.1,31.2772,121.453,31.2715,121.4522
17434,4,75.0,75.0,26.0,3.9,31.273,121.4573,31.2713,121.4578
29353,4,75.0,55.0,37.0,4.4,31.2719,121.4509,31.2571,121.4527
13851,4,12.0,0.0,44.0,5.5,31.2157,121.4284,31.2079,121.4002
34796,4,24.0,33.0,29.0,4.2,31.2276,121.4402,31.2321,121.4324
19200,4,68.0,56.0,43.0,5.6,31.2696,121.4888,31.2595,121.4657
25826,5,6.0,6.0,26.0,3.7,31.2029,121.4614,31.2016,121.467
9891,5,75.0,53.0,43.0,5.2,31.2709,121.4555,31.2541,121.44
21054,5,15.0,16.0,35.0,4.5,31.2108,121.454,31.2199,121.469
17437,5,75.0,76.0,26.0,3.8,31.2793,121.4593,31.2773,121.465
3006,5,6.0,6.0,24.0,4.1,31.2059,121.4635,31.2047,121.4658
15225,6,13.0,15.0,45.0,5.4,31.2104,121.4345,31.2182,121.4594
28460,6,13.0,15.0,42.0,4.9,31.2104,121.4345,31.2106,121.4565
20655,6,23.0,32.0,40.0,4.9,31.2209,121.4321,31.2387,121.4212
6666,6,75.0,75.0,24.0,3.8,31.2747,121.4527,31.2733,121.457
24806,6,75.0,65.0,38.0,5.0,31.2779,121.4547,31.2642,121.4595
35154,7,75.0,43.0,57.0,7.0,31.2761,121.457,31.2472,121.4309
22770,7,75.0,74.0,33.0,4.4,31.2714,121.4541,31.2775,121.4442
9924,7,75.0,76.0,28.0,3.8,31.2764,121.457,31.2774,121.4664
9524,7,75.0,73.0,40.0,5.1,31.2798,121.4554,31.275,121.4338
22764,7,75.0,73.0,42.0,5.5,31.2798,121.4554,31.2747,121.4316
20286,7,6.0,7.0,34.0,5.0,31.2023,121.4625,31.2004,121.4792
7318,8,25.0,26.0,25.0,3.6,31.2245,121.4598,31.2266,121.4631
38035,8,75.0,64.0,33.0,4.5,31.2767,121.45,31.2682,121.4413
5177,8,34.0,24.0,29.0,3.9,31.2361,121.4452,31.2295,121.4417
28146,8,54.0,63.0,30.0,3.8,31.2597,121.4412,31.2651,121.4394
17599,9,15.0,16.0,32.0,4.3,31.211,121.4567,31.2154,121.4667
30834,9,15.0,16.0,30.0,4.3,31.2148,121.4546,31.2152,121.4609
615,9,12.0,2.0,39.0,5.0,31.2177,121.4251,31.2006,121.4284
916,9,12.0,4.0,36.0,4.9,31.2123,121.4268,31.2057,121.4422
35660,10,74.0,52.0,43.0,5.5,31.2703,121.4411,31.2546,121.424
34400,10,37.0,37.0,26.0,3.7,31.2341,121.4764,31.2387,121.4792
9189,10,75.0,43.0,57.0,6.7,31.2764,121.457,31.2446,121.4338
31435,10,12.0,13.0,33.0,4.4,31.2102,121.4286,31.2199,121.4326
3357,10,75.0,75.0,26.0,3.2,31.2736,121.459,31.2756,121.4589
34678,10,7.0,7.0,32.0,4.3,31.2015,121.4765,31.2098,121.4713
28921,11,75.0,74.0,29.0,4.1,31.2778,121.4518,31.2736,121.4452
4511,11,13.0,3.0,34.0,4.800000000000001,31.216,121.4381,31.2016,121.4317
15676,11,75.0,84.0,30.0,4.3,31.2799,121.4537,31.2849,121.4431
17915,11,13.0,2.0,35.0,4.2,31.216,121.4381,31.2064,121.4284
15674,11,75.0,64.0,37.0,5.199999999999999,31.2761,121.457,31.2607,121.4492
23039,12,17.0,8.0,34.0,4.1,31.2138,121.4771,31.2047,121.4833
19492,12,11.0,12.0,28.0,3.7,31.2155,121.4195,31.2117,121.4235
3272,12,6.0,6.0,30.0,4.2,31.2023,121.4625,31.2076,121.4651
15415,12,25.0,25.0,26.0,4.1,31.2254,121.4586,31.2271,121.451
17764,12,75.0,65.0,42.0,5.1,31.279,121.4546,31.2607,121.4552
39197,13,17.0,27.0,36.0,4.5,31.2144,121.4709,31.2281,121.478
3237,13,57.0,69.0,39.0,5.199999999999999,31.2555,121.4761,31.2623,121.4938
31254,13,12.0,32.0,36.0,4.9,31.2178,121.425,31.2314,121.4238
20193,13,24.0,33.0,36.0,5.1000000000000005,31.2248,121.4449,31.2331,121.4308
15678,13,75.0,65.0,28.0,4.2,31.2743,121.4511,31.2682,121.4512
23504,14,35.0,24.0,36.0,5.1000000000000005,31.2344,121.4596,31.2233,121.4498
34788,14,57.0,57.0,24.0,3.7,31.2555,121.4761,31.2585,121.4739
32075,14,24.0,24.0,28.0,3.7,31.2229,121.4434,31.2289,121.4445
16991,15,18.0,9.0,35.0,4.9,31.216,121.4829,31.208,121.4945
25381,15,10.0,12.0,38.0,5.3,31.2112,121.4006,31.2104,121.4231
22481,15,37.0,29.0,40.0,4.9,31.2307,121.4767,31.2291,121.4972
9055,15,44.0,33.0,36.0,5.1,31.241,121.448,31.2348,121.4308
37084,16,24.0,23.0,35.0,4.5,31.2216,121.4493,31.2222,121.4353
5182,16,24.0,23.0,34.0,4.5,31.2265,121.447,31.221,121.4357
31646,16,24.0,23.0,28.0,4.3,31.2266,121.4427,31.2243,121.4374
15732,16,75.0,43.0,48.0,5.6,31.2709,121.4555,31.2461,121.4381
34108,16,75.0,60.0,57.0,7.0,31.2767,121.45,31.2638,121.4084
32450,17,24.0,23.0,32.0,4.3,31.2262,121.4479,31.2274,121.4329
4892,17,69.0,69.0,26.0,4.0,31.2616,121.4932,31.2621,121.4969
18868,17,44.0,43.0,31.0,4.1,31.2444,121.4419,31.2426,121.4309
4015,17,58.0,46.0,36.0,4.7,31.251,121.4848,31.2445,121.47
18477,18,45.0,45.0,24.0,3.9,31.2433,121.4554,31.2468,121.4537
28961,18,75.0,42.0,54.0,6.7,31.2701,121.4523,31.2449,121.4221
7822,18,15.0,15.0,24.0,3.3000000000000003,31.211,121.4567,31.2122,121.4586
13977,18,25.0,36.0,35.0,5.1000000000000005,31.2253,121.4558,31.2364,121.4686
2917,18,24.0,24.0,29.0,4.3,31.2262,121.4479,31.2253,121.44
14694,19,57.0,68.0,31.0,4.3,31.2515,121.4771,31.2608,121.4834
28904,19,61.0,60.0,31.0,3.9,31.2651,121.4146,31.2602,121.4076
21812,19,3.0,1.0,34.0,4.7,31.2084,121.4345,31.2099,121.4166
18995,19,24.0,23.0,33.0,4.7,31.2266,121.4427,31.229,121.4321
2176,19,24.0,24.0,29.0,4.3,31.2234,121.4445,31.2286,121.4459
1914,20,25.0,24.0,38.0,4.5,31.2254,121.4586,31.2214,121.4412
20056,20,6.0,7.0,30.0,4.2,31.2051,121.4621,31.2043,121.4734
10352,20,82.0,82.0,26.0,4.2,31.2883,121.4258,31.2893,121.4203
39119,20,33.0,43.0,34.0,4.4,31.2332,121.4394,31.2469,121.4346
8763,20,75.0,64.0,40.0,4.8,31.279,121.4546,31.264,121.4404
30247,21,75.0,76.0,32.0,4.0,31.2701,121.452,31.2713,121.4604
25288,21,25.0,25.0,29.0,4.0,31.2293,121.4595,31.2219,121.4548
6534,21,62.0,72.0,32.0,4.4,31.2673,121.4237,31.273,121.43
13285,21,75.0,33.0,65.0,7.2,31.2787,121.4552,31.2377,121.4319
36783,21,25.0,44.0,39.0,5.5,31.2273,121.455,31.2455,121.4451
15188,21,6.0,6.0,29.0,4.2,31.2048,121.4696,31.2014,121.4617
36909,22,56.0,57.0,33.0,4.3,31.2529,121.4646,31.2582,121.4785
26092,22,77.0,75.0,37.0,5.1000000000000005,31.2735,121.4759,31.2737,121.4586
38520,22,25.0,35.0,35.0,4.2,31.2255,121.4508,31.2374,121.4581
25923,22,75.0,65.0,30.0,3.9,31.2701,121.4523,31.2658,121.4575
36537,22,75.0,73.0,33.0,4.1,31.2781,121.4502,31.276,121.4392
25583,22,56.0,55.0,34.0,4.3,31.2514,121.4666,31.254,121.4519
23293,22,75.0,74.0,28.0,4.2,31.2785,121.4508,31.28,121.4415
28562,22,45.0,34.0,28.0,4.2,31.2417,121.456,31.2394,121.4487
