,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
28005,0,33.0,34.0,35.0,4.7,31.2305,121.4318,31.2329,121.447
12366,0,12.0,12.0,26.0,3.8,31.215,121.4262,31.217,121.4214
26235,0,75.0,65.0,30.0,3.9,31.272,121.4514,31.2694,121.4559
6806,0,12.0,21.0,34.0,4.800000000000001,31.2131,121.4294,31.2205,121.4184
23392,0,75.0,85.0,28.0,4.1,31.2779,121.4523,31.281,121.4577
13177,0,75.0,76.0,35.0,4.4,31.2792,121.4556,31.2714,121.4686
10107,1,75.0,86.0,34.0,4.5,31.2761,121.4514,31.2864,121.4603
38346,1,75.0,65.0,27.0,3.5,31.2719,121.4509,31.2694,121.4522
38815,1,80.0,81.0,31.0,4.2,31.2867,121.4038,31.2867,121.4168
22898,1,25.0,35.0,32.0,4.7,31.226,121.4521,31.2331,121.4586
28235,1,75.0,64.0,31.0,4.0,31.2704,121.4521,31.2679,121.4422
24458,2,71.0,70.0,27.0,4.0,31.2721,121.412,31.2738,121.4054
34856,2,25.0,27.0,35.0,4.2,31.2222,121.4568,31.2242,121.4717
34899,2,75.0,64.0,34.0,4.7,31.2788,121.4563,31.2671,121.4444
3442,2,57.0,57.0,25.0,3.9,31.2512,121.4754,31.2533,121.4715
27320,3,71.0,61.0,32.0,4.3,31.2747,121.4126,31.2676,121.4165
18676,3,54.0,53.0,32.0,3.9,31.2597,121.4412,31.2599,121.4324
37609,3,75.0,74.0,30.0,3.6,31.2713,121.4532,31.2752,121.449
23071,3,35.0,46.0,38.0,4.6,31.2361,121.4527,31.2472,121.4679
34750,3,75.0,76.0,33.0,4.800000000000001,31.2717,121.4558,31.275,121.4686
13352,4,12.0,22.0,32.0,4.4,31.2102,121.4286,31.2201,121.4261
30332,4,18.0,9.0,39.0,4.6,31.2194,121.4891,31.202,121.4915
22700,4,75.0,41.0,69.0,7.9,31.2799,121.4574,31.2441,121.4141
9423,4,75.0,65.0,37.0,4.6000000000000005,31.2747,121.4527,31.2606,121.4543
29267,4,6.0,16.0,37.0,4.9,31.2029,121.4614,31.2157,121.4674
19172,4,6.0,7.0,32.0,4.2,31.2079,121.4604,31.2005,121.4719
21508,4,75.0,87.0,44.0,5.6,31.2761,121.4514,31.2881,121.4706
12172,5,75.0,74.0,28.0,4.1,31.2704,121.4515,31.2766,121.4441
11036,5,75.0,52.0,51.0,6.4,31.2734,121.4563,31.2544,121.4295
38740,5,75.0,74.0,35.0,4.7,31.2717,121.4558,31.2773,121.4427
36060,5,67.0,68.0,30.0,4.5,31.2691,121.4713,31.2668,121.4803
21903,5,22.0,44.0,50.0,6.000000000000001,31.2237,121.4242,31.2459,121.4476
1115,5,12.0,11.0,35.0,4.7,31.2131,121.4294,31.217,121.4117
3765,6,46.0,65.0,45.0,5.4,31.2431,121.462,31.2681,121.4513
30325,6,46.0,65.0,44.0,5.6,31.2432,121.4674,31.2629,121.46
26163,6,17.0,18.0,30.0,4.3,31.2193,121.4794,31.2143,121.4844
22217,6,75.0,63.0,38.0,5.0,31.2792,121.4556,31.2699,121.437
9608,6,71.0,70.0,34.0,5.1000000000000005,31.2786,121.4165,31.2715,121.4028
24869,6,43.0,44.0,40.0,5.1,31.2466,121.43,31.2483,121.4495
32356,7,75.0,75.0,29.0,4.2,31.2781,121.4502,31.2761,121.4596
32355,7,75.0,75.0,24.0,3.4,31.272,121.4514,31.2743,121.4517
34855,7,35.0,34.0,38.0,4.800000000000001,31.2399,121.4559,31.2311,121.4436
8501,7,75.0,64.0,37.0,4.8,31.2723,121.4598,31.266,121.4421
37819,7,12.0,11.0,36.0,4.800000000000001,31.2131,121.4294,31.2147,121.4139
11130,8,75.0,51.0,60.0,7.1000000000000005,31.2761,121.4514,31.2534,121.4122
14712,8,57.0,55.0,40.0,5.1,31.2512,121.4754,31.254,121.4546
32506,8,75.0,94.0,45.0,5.4,31.273,121.4573,31.2957,121.4453
16243,8,75.0,52.0,55.0,6.4,31.273,121.4573,31.2517,121.4257
11663,8,71.0,60.0,34.0,4.9,31.2706,121.4147,31.2616,121.4046
14702,8,57.0,56.0,34.0,4.2,31.2539,121.4757,31.2596,121.4658
28106,8,7.0,7.0,24.0,3.4,31.2025,121.4797,31.2016,121.4747
36116,8,75.0,63.0,46.0,5.9,31.2702,121.4591,31.2611,121.4324
9564,8,75.0,74.0,29.0,4.0,31.2704,121.4515,31.2719,121.4459
22511,9,75.0,55.0,46.0,5.9,31.2799,121.4582,31.2533,121.4504
29822,9,12.0,3.0,36.0,4.9,31.2135,121.4231,31.2065,121.4399
35796,9,75.0,55.0,38.0,4.6,31.2704,121.4515,31.2538,121.4512
4382,9,18.0,18.0,31.0,4.3,31.2111,121.48,31.2199,121.4859
28635,9,35.0,34.0,35.0,4.5,31.2335,121.4565,31.2313,121.4436
36756,9,60.0,80.0,39.0,4.6,31.2664,121.4036,31.2825,121.4009
39676,9,75.0,54.0,36.0,5.0,31.2704,121.4515,31.2565,121.4455
39527,10,37.0,28.0,32.0,4.4,31.2341,121.4764,31.2279,121.4876
37572,10,75.0,43.0,50.0,6.4,31.2778,121.4518,31.2484,121.4393
24292,10,75.0,43.0,48.0,6.0,31.2734,121.4563,31.2481,121.4398
19055,10,75.0,75.0,25.0,4.0,31.275,121.4573,31.2772,121.4555
10930,10,35.0,25.0,28.0,4.1,31.2334,121.4519,31.2291,121.4561
32191,10,24.0,25.0,25.0,3.7,31.2259,121.45,31.2246,121.4521
37537,10,75.0,64.0,36.0,4.5,31.2728,121.4597,31.2682,121.4472
11187,10,61.0,70.0,29.0,4.2,31.27,121.4154,31.2768,121.4097
29727,11,6.0,8.0,36.0,5.0,31.2059,121.4635,31.2004,121.4817
16447,11,6.0,8.0,32.0,4.2,31.2063,121.4679,31.2024,121.4817
20720,11,24.0,34.0,33.0,4.4,31.2278,121.4411,31.2369,121.4425
28620,11,57.0,58.0,29.0,4.1,31.2553,121.4754,31.2519,121.4809
18698,11,3.0,3.0,30.0,4.0,31.2084,121.4345,31.2036,121.432
24472,12,71.0,60.0,34.0,4.6,31.2727,121.4137,31.2663,121.4035
2341,12,72.0,60.0,37.0,5.3,31.2758,121.421,31.2699,121.4025
34549,12,35.0,44.0,33.0,4.2,31.2356,121.4518,31.2433,121.4442
14355,12,75.0,73.0,38.0,5.0,31.2799,121.4574,31.2784,121.4338
1075,12,75.0,73.0,45.0,5.6000000000000005,31.2723,121.4598,31.2771,121.4309
