,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
11310,0,48.0,58.0,27.0,3.7,31.2465,121.4877,31.2528,121.4867
23925,0,12.0,13.0,29.0,4.1,31.215,121.4262,31.2117,121.4339
24058,0,91.0,71.0,42.0,5.1,31.2932,121.4173,31.2728,121.4194
143,1,35.0,26.0,34.0,4.800000000000001,31.2399,121.4559,31.227,121.461
17893,1,18.0,8.0,32.0,3.9,31.2128,121.4818,31.2049,121.4847
10002,1,12.0,11.0,39.0,5.1,31.2117,121.4299,31.2174,121.4121
29306,2,22.0,12.0,41.0,5.0,31.2292,121.4243,31.2103,121.4244
43929,2,37.0,47.0,30.0,4.3,31.2373,121.4751,31.241,121.4708
35650,2,7.0,8.0,30.0,4.3,31.2042,121.4728,31.2073,121.483
25579,3,24.0,14.0,27.0,4.0,31.2211,121.4455,31.2183,121.4444
31632,3,24.0,26.0,38.0,5.0,31.225,121.4473,31.2296,121.4624
38053,3,75.0,42.0,62.0,7.7,31.2785,121.4508,31.24,121.4239
20241,3,10.0,22.0,38.0,4.6,31.216,121.4086,31.2251,121.424
26383,4,75.0,75.0,28.0,3.9,31.2793,121.4593,31.273,121.4578
25,4,15.0,3.0,43.0,5.4,31.2132,121.4588,31.2061,121.4335
37237,4,30.0,31.0,34.0,5.0,31.239,121.4026,31.232,121.4187
3074,4,24.0,25.0,28.0,3.6,31.2204,121.4481,31.2229,121.4501
34987,5,24.0,36.0,40.0,5.2,31.2216,121.4493,31.2307,121.4678
19565,5,24.0,15.0,33.0,4.6000000000000005,31.2234,121.4445,31.2128,121.4503
32111,5,75.0,55.0,43.0,5.6,31.2719,121.4509,31.2516,121.4579
5631,5,24.0,25.0,28.0,4.3,31.2218,121.4411,31.2203,121.451
20330,6,75.0,54.0,39.0,5.1,31.2736,121.459,31.2592,121.4447
2418,6,57.0,56.0,28.0,3.8,31.2553,121.4754,31.2524,121.4666
1696,6,57.0,58.0,32.0,4.7,31.2555,121.4761,31.2543,121.4893
17095,6,57.0,56.0,31.0,4.3,31.2539,121.4757,31.2527,121.465
35016,6,75.0,53.0,46.0,6.3,31.2716,121.4597,31.2575,121.4309
27504,7,75.0,74.0,35.0,4.9,31.2782,121.4571,31.2721,121.4455
12857,7,75.0,84.0,42.0,5.2,31.2718,121.457,31.29,121.4469
19716,7,75.0,53.0,46.0,6.1000000000000005,31.2762,121.457,31.2557,121.437
15046,7,75.0,86.0,39.0,4.8,31.2785,121.4508,31.2897,121.4697
