,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
21958,0,53.0,45.0,40.0,5.0,31.2514,121.4322,31.2414,121.4553
41448,0,10.0,30.0,42.0,5.4,31.2112,121.4006,31.2328,121.4043
28437,1,24.0,24.0,30.0,3.8,31.2258,121.4479,31.22,121.4414
26361,1,75.0,56.0,39.0,5.1,31.2719,121.4509,31.2583,121.4605
19029,1,75.0,32.0,70.0,7.800000000000001,31.2793,121.4593,31.2359,121.4221
3448,2,6.0,6.0,28.0,4.2,31.2059,121.4635,31.2031,121.4685
28644,2,72.0,71.0,31.0,4.4,31.2737,121.427,31.2751,121.4174
12574,3,48.0,48.0,23.0,3.5,31.2425,121.4824,31.2409,121.4834
22275,3,15.0,5.0,31.0,4.4,31.2134,121.4521,31.208,121.4576
29131,3,12.0,12.0,30.0,3.9,31.2114,121.4256,31.2161,121.4219
41693,4,48.0,48.0,24.0,3.5,31.2465,121.4877,31.2455,121.4868
32627,4,25.0,15.0,34.0,4.7,31.2257,121.4503,31.2121,121.4542
8536,4,35.0,33.0,37.0,5.3,31.2308,121.4559,31.2375,121.4369
6212,4,75.0,65.0,31.0,4.3,31.272,121.4514,31.2633,121.4592
24745,5,15.0,15.0,26.0,3.5,31.2192,121.4517,31.2162,121.4551
16736,5,97.0,88.0,35.0,4.7,31.293,121.47,31.2895,121.4835
15301,5,12.0,1.0,38.0,4.699999999999999,31.2123,121.4268,31.2034,121.4103
39851,5,69.0,68.0,31.0,3.9,31.2618,121.4906,31.2601,121.4807
6992,6,23.0,33.0,32.0,4.3,31.2289,121.4389,31.2311,121.43
4960,6,33.0,45.0,47.0,6.3,31.2305,121.4318,31.2468,121.4576
14318,6,75.0,85.0,32.0,3.8,31.2782,121.4571,31.2824,121.4505
36940,7,18.0,18.0,28.0,4.5,31.2173,121.4813,31.2171,121.4897
36529,7,8.0,8.0,25.0,3.9,31.2076,121.4825,31.2061,121.486
42633,7,25.0,24.0,35.0,4.800000000000001,31.2245,121.4598,31.2294,121.4454
27292,7,24.0,24.0,32.0,4.5,31.2203,121.4462,31.2261,121.442
42476,8,34.0,13.0,39.0,5.4,31.2316,121.4431,31.2132,121.4359
64,8,75.0,63.0,42.0,5.5,31.2761,121.457,31.2625,121.4381
10828,8,80.0,60.0,43.0,5.1,31.2867,121.4038,31.2653,121.4013
28863,8,37.0,38.0,29.0,4.0,31.2341,121.4764,31.2371,121.4813
3268,9,75.0,74.0,26.0,4.3,31.2779,121.4547,31.2755,121.4491
16251,9,12.0,12.0,27.0,4.0,31.215,121.4262,31.21,121.4241
8697,9,75.0,73.0,35.0,4.6000000000000005,31.2706,121.4532,31.2714,121.4369
23221,9,24.0,23.0,34.0,4.800000000000001,31.2262,121.4479,31.2262,121.4319
2185,9,75.0,76.0,34.0,4.5,31.2734,121.4563,31.272,121.4696
20772,10,69.0,59.0,32.0,4.800000000000001,31.2618,121.4906,31.251,121.4969
5950,10,10.0,20.0,34.0,4.4,31.216,121.4086,31.2277,121.4052
29694,10,2.0,11.0,38.0,5.0,31.2009,121.4216,31.2113,121.4109
25700,10,67.0,58.0,46.0,5.5,31.2691,121.4713,31.2518,121.4896
2377,11,24.0,24.0,26.0,3.7,31.2213,121.4438,31.2274,121.444
38995,11,75.0,42.0,64.0,7.5,31.2723,121.4598,31.2406,121.4213
16988,11,24.0,25.0,35.0,4.5,31.2276,121.4402,31.228,121.4583
11898,11,57.0,58.0,33.0,4.2,31.2515,121.4771,31.2591,121.4883
25877,12,72.0,93.0,40.0,5.1,31.2758,121.421,31.2904,121.4376
28187,12,10.0,12.0,37.0,4.800000000000001,31.216,121.4086,31.2183,121.4263
6020,12,13.0,33.0,41.0,5.0,31.2102,121.4391,31.2303,121.4363
21965,12,48.0,69.0,46.0,5.5,31.2425,121.4824,31.2678,121.4924
31933,13,88.0,88.0,30.0,4.2,31.2827,121.4884,31.2898,121.48
33905,13,75.0,86.0,35.0,4.2,31.2761,121.457,31.2804,121.4699
17916,13,13.0,22.0,35.0,4.9,31.2106,121.4369,31.2215,121.4248
21779,13,89.0,89.0,32.0,4.2,31.2859,121.4915,31.2885,121.4992
3320,13,13.0,22.0,31.0,4.4,31.2164,121.4349,31.2238,121.4251
14773,14,75.0,74.0,36.0,4.2,31.2717,121.4558,31.2727,121.4412
27283,14,24.0,25.0,32.0,4.3,31.2265,121.447,31.2222,121.4549
19584,14,17.0,17.0,28.0,4.1,31.2172,121.4782,31.2121,121.4765
18905,14,18.0,8.0,28.0,4.1,31.2137,121.4818,31.205,121.4819
187,14,75.0,75.0,26.0,3.7,31.2772,121.453,31.2785,121.4522
3543,15,24.0,24.0,30.0,3.6,31.2214,121.4423,31.224,121.4487
8986,15,25.0,34.0,38.0,5.1000000000000005,31.2237,121.4537,31.2349,121.4449
20227,15,17.0,27.0,28.0,3.9,31.2138,121.4771,31.2206,121.4734
23068,15,75.0,41.0,70.0,7.800000000000001,31.2755,121.4578,31.2408,121.4146
23060,15,75.0,53.0,42.0,5.4,31.2709,121.4555,31.2562,121.4398
7678,16,15.0,25.0,38.0,5.0,31.211,121.4567,31.2276,121.4526
30575,16,35.0,35.0,24.0,3.4000000000000004,31.2399,121.4559,31.2388,121.4575
21267,16,54.0,45.0,30.0,4.4,31.2541,121.4465,31.2474,121.4549
23716,16,11.0,21.0,36.0,5.1,31.2107,121.4101,31.2272,121.4178
