,time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
11115,0,75.0,65.0,32.0,4.4,31.2755,121.4578,31.2666,121.457
20720,0,75.0,64.0,34.0,4.5,31.2767,121.45,31.2648,121.4467
17948,0,75.0,76.0,30.0,3.6,31.2761,121.457,31.2768,121.4626
21072,0,90.0,70.0,46.0,5.6000000000000005,31.2969,121.4022,31.271,121.4022
27561,0,76.0,74.0,34.0,4.7,31.2732,121.4619,31.2757,121.4485
17953,0,76.0,75.0,34.0,4.5,31.2759,121.4696,31.2739,121.4532
17692,0,24.0,25.0,31.0,4.1,31.2262,121.4479,31.2287,121.4559
1226,1,54.0,52.0,34.0,4.6000000000000005,31.2597,121.4412,31.2559,121.424
19854,1,71.0,71.0,23.0,3.2,31.2719,121.4121,31.2736,121.413
8595,1,73.0,43.0,49.0,6.3,31.2765,121.4383,31.2488,121.4367
416,1,75.0,85.0,26.0,3.6,31.2799,121.4574,31.2847,121.4519
17004,2,48.0,69.0,43.0,5.4,31.2425,121.4824,31.2638,121.4933
21003,2,25.0,34.0,36.0,4.7,31.2269,121.4582,31.2383,121.4461
20874,2,57.0,57.0,28.0,4.2,31.2539,121.4757,31.2595,121.4718
12428,2,75.0,65.0,33.0,4.0,31.2716,121.4597,31.2658,121.4502
26620,2,48.0,57.0,32.0,4.3,31.2425,121.4824,31.2508,121.4765
19358,2,75.0,65.0,31.0,4.0,31.2755,121.4585,31.2674,121.4598
22734,3,18.0,18.0,31.0,4.5,31.2111,121.48,31.2181,121.4808
20791,3,81.0,81.0,24.0,4.0,31.2858,121.4185,31.2833,121.4179
5724,3,24.0,16.0,34.0,4.7,31.2216,121.4493,31.217,121.466
10757,3,24.0,34.0,31.0,4.7,31.2266,121.4427,31.2353,121.4469
123,3,75.0,55.0,38.0,4.9,31.275,121.4573,31.259,121.4567
4616,3,7.0,18.0,32.0,4.3,31.2042,121.4728,31.2147,121.481
18049,4,35.0,34.0,30.0,4.5,31.2309,121.459,31.231,121.4479
12962,4,13.0,33.0,43.0,5.2,31.2164,121.4349,31.2391,121.4322
10559,4,6.0,6.0,28.0,4.0,31.2079,121.4604,31.2035,121.463
18667,4,35.0,36.0,28.0,4.2,31.2375,121.4595,31.2347,121.4645
4450,4,68.0,88.0,37.0,5.0,31.2644,121.4848,31.2808,121.4806
20177,4,6.0,6.0,26.0,3.8,31.204,121.4664,31.2003,121.4614
14808,5,7.0,7.0,26.0,4.2,31.2025,121.4797,31.2001,121.4734
445,5,24.0,14.0,37.0,5.0,31.2297,121.4414,31.2135,121.4425
1840,5,71.0,70.0,28.0,4.1,31.279,121.4146,31.2789,121.4079
14521,5,12.0,32.0,39.0,4.9,31.2157,121.4284,31.2319,121.4216
10028,6,75.0,85.0,38.0,5.0,31.2706,121.4532,31.2877,121.4509
418,6,75.0,85.0,33.0,4.0,31.2788,121.4563,31.2894,121.4577
10715,6,57.0,58.0,26.0,4.0,31.2565,121.4763,31.2558,121.4814
15282,6,12.0,4.0,48.0,5.4,31.22,121.4211,31.2015,121.4413
8547,6,24.0,24.0,30.0,4.0,31.2265,121.447,31.2204,121.4483
24246,7,75.0,74.0,32.0,4.5,31.272,121.4514,31.2784,121.4428
27413,7,17.0,19.0,40.0,5.2,31.2144,121.4709,31.2108,121.4946
18955,7,18.0,6.0,48.0,5.9,31.219,121.4885,31.2056,121.4638
10775,7,57.0,57.0,30.0,3.9,31.2539,121.4757,31.2588,121.477
14601,7,75.0,74.0,28.0,4.1,31.2761,121.4514,31.2706,121.4484
24189,7,6.0,7.0,26.0,3.8,31.2014,121.4688,31.2056,121.4748
22348,7,75.0,86.0,39.0,4.6,31.2747,121.4527,31.2896,121.4618
15670,7,61.0,52.0,29.0,3.9,31.2619,121.418,31.2552,121.4234
12946,8,80.0,91.0,38.0,4.6000000000000005,31.2867,121.4038,31.298,121.4161
19326,8,21.0,43.0,48.0,6.3,31.2209,121.4134,31.2431,121.4317
26941,8,12.0,12.0,28.0,3.9,31.2157,121.4284,31.2147,121.4209
5523,8,17.0,17.0,34.0,4.1,31.2193,121.4794,31.2127,121.4707
16537,8,75.0,64.0,38.0,4.9,31.2751,121.4579,31.2645,121.4455
16693,8,61.0,70.0,37.0,4.4,31.2619,121.418,31.2716,121.4045
6316,9,18.0,9.0,40.0,5.1,31.2194,121.4891,31.2036,121.5
14768,9,24.0,33.0,31.0,4.0,31.2296,121.4439,31.2348,121.4354
24106,9,25.0,26.0,31.0,4.5,31.2269,121.4582,31.2244,121.4677
24242,9,75.0,42.0,55.0,6.800000000000001,31.2754,121.4501,31.2471,121.4214
18774,9,57.0,57.0,28.0,4.1,31.2563,121.4716,31.2563,121.4792
18008,9,75.0,65.0,29.0,3.8,31.2736,121.459,31.2681,121.4513
14605,9,75.0,63.0,41.0,5.3,31.2772,121.453,31.2625,121.4389
12034,9,2.0,12.0,36.0,4.6,31.2003,121.42,31.2164,121.4218
24664,10,75.0,64.0,40.0,5.4,31.279,121.4546,31.2607,121.4446
24704,10,7.0,8.0,33.0,4.2,31.2097,121.4792,31.2011,121.49
10475,10,75.0,75.0,29.0,4.0,31.2754,121.4501,31.2709,121.4522
5429,10,75.0,64.0,34.0,4.5,31.2736,121.459,31.2628,121.4457
15405,10,75.0,74.0,26.0,3.7,31.2743,121.4511,31.2736,121.4479
15046,10,75.0,64.0,41.0,5.1,31.2797,121.4558,31.2626,121.4491
16138,10,6.0,7.0,31.0,4.7,31.2079,121.4604,31.2046,121.4718
25342,10,11.0,10.0,36.0,4.5,31.2159,121.416,31.2102,121.404
25756,10,6.0,7.0,31.0,3.9,31.2048,121.4696,31.2005,121.4766
6660,11,75.0,86.0,34.0,4.7,31.2785,121.4508,31.2836,121.4636
5298,11,61.0,50.0,38.0,5.2,31.2635,121.4193,31.2518,121.4025
11303,11,80.0,70.0,32.0,4.2,31.2867,121.4038,31.2752,121.403
25896,11,75.0,86.0,28.0,3.7,31.2793,121.4593,31.2839,121.4638
11026,11,75.0,50.0,59.0,6.800000000000001,31.2772,121.453,31.2569,121.4094
20136,12,24.0,25.0,34.0,4.5,31.2214,121.4423,31.2273,121.4529
